# Weather station Sidhi, India, WMO_ID=42577,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42577&lang=en
#
"Local time in Sidhi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.09.2016 08:30";"25.4";"731.5";"754.1";"";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"13.09.2016 17:30";"26.2";"728.4";"750.8";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.2";"";"";"";"";"";"";
"13.09.2016 08:30";"26.6";"732.1";"754.6";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"12.09.2016 17:30";"29.0";"728.5";"750.7";"";"76";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"12.09.2016 08:30";"27.0";"731.2";"753.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"11.09.2016 08:30";"27.0";"731.4";"753.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"10.09.2016 17:30";"31.4";"728.3";"750.4";"";"62";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"10.09.2016 08:30";"27.0";"731.4";"753.9";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"09.09.2016 17:30";"30.4";"729.1";"751.3";"";"73";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.0";"";"";"";"";"";"";
"09.09.2016 08:30";"27.2";"732.1";"754.6";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.9";"";"";"";"";"";"";
"08.09.2016 17:30";"28.6";"729.9";"752.2";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.5";"";"";"";"";"";"";
"08.09.2016 08:30";"26.8";"731.4";"753.9";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.9";"";"";"";"";"";"";
"07.09.2016 17:30";"29.6";"727.6";"749.8";"";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.8";"";"";"";"";"";"";
"07.09.2016 08:30";"26.8";"730.6";"753.1";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.0";"";"";"";"";"";"";
"06.09.2016 17:30";"31.0";"728.3";"750.4";"";"63";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.2";"";"";"";"";"";"";
"06.09.2016 08:30";"26.4";"731.4";"753.9";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"22.2";"";"";"";"";"";"";
"05.09.2016 17:30";"30.8";"728.3";"750.4";"";"59";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"05.09.2016 08:30";"27.0";"730.5";"753.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"04.09.2016 08:30";"27.6";"730.6";"753.0";"";"84";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"03.09.2016 17:30";"30.2";"726.1";"748.2";"";"74";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"03.09.2016 08:30";"27.0";"727.5";"749.9";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"02.09.2016 17:30";"28.6";"726.8";"749.0";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.9";"";"";"";"";"";"";
"02.09.2016 08:30";"27.0";"728.3";"750.7";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.9";"";"";"";"";"";"";
"01.09.2016 17:30";"28.6";"726.7";"748.9";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.8";"";"";"";"";"";"";
"01.09.2016 08:30";"27.4";"730.7";"753.1";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.8";"";"";"";"";"";"";
"31.08.2016 17:30";"31.4";"727.6";"749.6";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.8";"";"";"";"";"";"";
"31.08.2016 08:30";"26.6";"728.4";"750.8";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.5";"";"";"";"";"";"";
"30.08.2016 17:30";"29.6";"728.3";"750.5";"";"74";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.5";"";"";"";"";"";"";
"30.08.2016 08:30";"28.2";"729.0";"751.3";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"29.08.2016 17:30";"33.6";"728.3";"750.2";"";"59";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"29.08.2016 08:30";"26.2";"731.5";"754.0";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.6";"";"";"";"";"";"";
"28.08.2016 17:30";"30.4";"729.1";"751.3";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.6";"";"";"";"";"";"";
"28.08.2016 08:30";"27.6";"732.0";"754.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"27.08.2016 08:30";"25.4";"731.5";"754.1";"";"95";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"26.08.2016 17:30";"26.6";"728.4";"750.8";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.9";"";"";"";"";"";"";
"26.08.2016 08:30";"26.2";"731.5";"754.0";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.6";"";"";"";"";"";"";
"25.08.2016 17:30";"33.0";"727.6";"749.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"25.08.2016 08:30";"27.8";"730.6";"753.0";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"24.08.2016 17:30";"32.6";"727.7";"749.7";"";"59";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.7";"";"";"";"";"";"";
"24.08.2016 08:30";"25.6";"730.8";"753.4";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"23.08.2016 17:30";"26.8";"726.9";"749.3";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.1";"";"";"";"";"";"";
"23.08.2016 08:30";"25.0";"727.9";"750.4";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.5";"";"";"";"";"";"";
"22.08.2016 17:30";"26.0";"727.7";"750.1";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.3";"";"";"";"";"";"";
"22.08.2016 08:30";"25.6";"729.2";"751.7";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"21.7";"";"";"";"";"";"";
"21.08.2016 17:30";"30.2";"727.1";"749.2";"";"70";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.2";"";"";"";"";"";"";
"21.08.2016 08:30";"25.2";"728.8";"751.3";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"20.08.2016 17:30";"30.6";"726.2";"748.3";"";"63";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"20.08.2016 08:30";"25.6";"728.8";"751.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"19.08.2016 17:30";"28.4";"723.3";"745.4";"";"69";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"28.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"19.08.2016 08:30";"24.0";"724.5";"747.0";"";"94";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.0";"";"";"";"";"";"";
"18.08.2016 08:30";"25.4";"726.5";"748.9";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.2";"";"";"";"";"";"";
"17.08.2016 17:30";"25.8";"724.2";"746.5";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.1";"";"";"";"";"";"";
"17.08.2016 08:30";"24.4";"725.7";"748.2";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.5";"";"";"";"";"";"";
"16.08.2016 08:30";"25.2";"724.9";"747.3";"";"96";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Rain.";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.6";"";"";"";"";"";"";
"15.08.2016 17:30";"26.8";"724.8";"747.1";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.8";"";"";"";"";"";"";
"15.08.2016 08:30";"25.4";"725.6";"748.0";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.5";"";"";"";"";"";"";
"14.08.2016 17:30";"26.6";"724.8";"747.1";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"26.0";"";"";"";"";"";"";
"14.08.2016 08:30";"25.8";"726.2";"748.6";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.9";"";"";"";"";"";"";
"13.08.2016 17:30";"27.4";"725.6";"747.9";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"26.3";"";"";"";"";"";"";
"13.08.2016 08:30";"25.6";"727.7";"750.2";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.7";"";"";"";"";"";"";
"12.08.2016 17:30";"26.2";"727.1";"749.5";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.3";"";"";"";"";"";"";
"12.08.2016 08:30";"26.0";"728.3";"750.8";"";"94";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.9";"";"";"";"";"";"";
"11.08.2016 17:30";"31.4";"727.5";"749.5";"";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.6";"";"";"";"";"";"";
"11.08.2016 08:30";"27.8";"729.2";"751.6";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.2";"";"";"";"";"";"";
"10.08.2016 17:30";"30.4";"726.8";"748.9";"";"73";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"10.08.2016 08:30";"26.0";"728.3";"750.8";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.3";"";"";"";"";"";"";
"09.08.2016 17:30";"30.4";"725.4";"747.4";"";"68";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"09.08.2016 08:30";"26.4";"728.3";"750.7";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.5";"";"";"";"";"";"";
"08.08.2016 17:30";"30.4";"725.4";"747.4";"";"70";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"08.08.2016 08:30";"26.2";"727.6";"750.0";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.5";"";"";"";"";"";"";
"07.08.2016 17:30";"27.6";"724.6";"746.8";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.9";"";"";"";"";"";"";
"07.08.2016 08:30";"26.4";"725.4";"747.7";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.5";"";"";"";"";"";"";
"06.08.2016 17:30";"30.6";"724.5";"746.5";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"06.08.2016 08:30";"26.8";"726.1";"748.4";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.7";"";"";"";"";"";"";
"05.08.2016 17:30";"31.4";"724.6";"746.5";"";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.6";"";"";"";"";"";"";
"05.08.2016 08:30";"26.6";"725.4";"747.7";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.5";"";"";"";"";"";"";
"04.08.2016 17:30";"32.8";"723.0";"744.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"04.08.2016 08:30";"27.2";"725.4";"747.7";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.2";"";"";"";"";"";"";
"03.08.2016 17:30";"29.2";"723.2";"745.3";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.5";"";"";"";"";"";"";
"03.08.2016 08:30";"26.4";"724.6";"746.9";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.1";"";"";"";"";"";"";
"02.08.2016 17:30";"30.8";"723.1";"745.0";"";"77";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"02.08.2016 08:30";"26.6";"726.8";"749.2";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"01.08.2016 17:30";"28.4";"725.4";"747.6";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"01.08.2016 08:30";"26.4";"727.7";"750.1";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.3";"";"";"";"";"";"";
"31.07.2016 17:30";"30.6";"726.7";"748.8";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"31.07.2016 08:30";"26.0";"729.1";"751.6";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.9";"";"";"";"";"";"";
"30.07.2016 17:30";"27.0";"726.8";"749.1";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.3";"";"";"";"";"";"";
