# Weather station Khajuraho (airport), India, WMO_ID=42567,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42567&lang=en
#
"Local time in Khajuraho (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.11.2016 11:30";"27.4";"741.9";"760.9";"-0.1";"39";"Wind blowing from the west-southwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.3";"";"";"";"";"";"";
"08.11.2016 08:30";"17.6";"742.0";"761.6";"";"78";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.8";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"07.11.2016 17:30";"28.4";"738.5";"757.3";"-0.3";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"32.2";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"07.11.2016 14:30";"31.8";"738.8";"757.4";"-2.0";"31";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"07.11.2016 11:30";"27.8";"740.8";"759.7";"-0.3";"40";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"07.11.2016 08:30";"18.4";"741.1";"760.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.2";"";"";"";"";"";"";"2.0";"12.3";"";"";"";"";"";"";
"06.11.2016 17:30";"27.0";"738.0";"756.9";"0.2";"37";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.8";"";"";"";"";"";"2.0";"11.2";"";"";"";"";"";"";
"06.11.2016 14:30";"31.4";"737.8";"756.4";"-2.0";"32";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"06.11.2016 11:30";"26.8";"739.8";"758.7";"0.2";"38";"Wind blowing from the west-southwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
"06.11.2016 08:30";"18.2";"739.6";"759.1";"";"73";"Wind blowing from the south-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.5";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"05.11.2016 17:30";"27.0";"736.9";"755.8";"-0.3";"39";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"05.11.2016 14:30";"30.6";"737.2";"755.8";"-2.0";"32";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"05.11.2016 11:30";"29.6";"739.2";"758.0";"-0.3";"35";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"05.11.2016 08:30";"19.8";"739.5";"758.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"04.11.2016 17:30";"27.4";"737.8";"756.7";"-0.5";"37";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"04.11.2016 14:30";"32.0";"738.3";"756.9";"-2.6";"29";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"04.11.2016 11:30";"30.0";"740.9";"759.7";"-1.1";"36";"Wind blowing from the north-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"04.11.2016 08:30";"20.6";"742.0";"761.4";"";"80";"Wind blowing from the west-northwest";"2";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"03.11.2016 17:30";"27.4";"740.8";"759.7";"-0.2";"36";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"03.11.2016 14:30";"32.2";"741.0";"759.6";"-2.4";"27";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"03.11.2016 11:30";"29.8";"743.4";"762.2";"";"34";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"03.11.2016 08:30";"18.6";"743.4";"763.0";"";"73";"Wind blowing from the west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.6";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"02.11.2016 17:30";"27.2";"740.9";"759.8";"0.1";"30";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.4";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"02.11.2016 14:30";"31.6";"740.8";"759.5";"-2.2";"27";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"02.11.2016 11:30";"30.0";"743.0";"761.8";"-0.2";"32";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"02.11.2016 08:30";"20.0";"743.2";"762.7";"";"68";"Wind blowing from the south-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.6";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"01.11.2016 17:30";"28.0";"740.8";"759.7";"-0.3";"34";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"01.11.2016 14:30";"31.2";"741.1";"759.8";"-1.9";"31";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"01.11.2016 11:30";"30.6";"743.0";"761.8";"-0.6";"34";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"01.11.2016 08:30";"20.6";"743.6";"763.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.5";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"31.10.2016 17:30";"28.2";"741.8";"760.7";"-0.1";"32";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"31.10.2016 14:30";"31.8";"741.9";"760.6";"-2.0";"28";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"31.10.2016 11:30";"30.2";"743.9";"762.7";"-0.3";"35";"Wind blowing from the south-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"31.10.2016 08:30";"18.8";"744.2";"763.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.6";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"30.10.2016 17:30";"28.4";"740.0";"758.8";"-0.1";"34";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"33.0";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"30.10.2016 14:30";"32.0";"740.1";"758.7";"-1.9";"28";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"30.10.2016 11:30";"30.6";"742.0";"760.8";"-0.2";"31";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"30.10.2016 08:30";"17.2";"742.2";"761.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"29.10.2016 17:30";"30.0";"739.2";"757.9";"0.1";"26";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"29.10.2016 14:30";"34.0";"739.1";"757.6";"-2.4";"21";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"29.10.2016 11:30";"30.8";"741.5";"760.2";"0.5";"31";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"29.10.2016 08:30";"17.8";"741.0";"760.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.6";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"28.10.2016 17:30";"30.4";"738.9";"757.6";"-0.1";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"33.8";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"28.10.2016 14:30";"33.4";"739.0";"757.5";"-1.9";"27";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"28.10.2016 11:30";"30.0";"740.9";"759.7";"-0.9";"37";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"28.10.2016 08:30";"18.4";"741.8";"761.3";"";"77";"Wind blowing from the west-southwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.0";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"27.10.2016 17:30";"29.4";"739.7";"758.5";"0.1";"31";"Wind blowing from the north-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.6";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"27.10.2016 14:30";"32.2";"739.6";"758.2";"-1.9";"29";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"27.10.2016 11:30";"30.2";"741.5";"760.3";"-0.4";"37";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"27.10.2016 08:30";"19.6";"741.9";"761.4";"";"73";"Wind blowing from the west-southwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"26.10.2016 17:30";"30.0";"738.4";"757.1";"0.2";"28";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"26.10.2016 14:30";"34.0";"738.2";"756.7";"-0.7";"27";"Wind blowing from the north-northeast";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"26.10.2016 11:30";"32.6";"738.9";"757.5";"-0.6";"36";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"26.10.2016 08:30";"22.8";"739.5";"758.7";"";"65";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"25.10.2016 17:30";"29.8";"735.9";"754.6";"0.0";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"25.10.2016 14:30";"34.0";"735.9";"754.3";"-1.8";"28";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"25.10.2016 11:30";"33.0";"737.7";"756.2";"-0.5";"29";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"25.10.2016 08:30";"22.4";"738.2";"757.4";"";"65";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"24.10.2016 17:30";"30.0";"736.1";"754.7";"-0.3";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"24.10.2016 14:30";"34.4";"736.4";"754.8";"-1.7";"27";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"24.10.2016 11:30";"32.4";"738.1";"756.6";"-0.3";"31";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"24.10.2016 08:30";"21.8";"738.4";"757.6";"";"68";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"23.10.2016 17:30";"30.4";"736.4";"755.0";"0.0";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"23.10.2016 14:30";"34.4";"736.4";"754.8";"-2.2";"29";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"23.10.2016 11:30";"32.4";"738.6";"757.2";"-0.7";"34";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"23.10.2016 08:30";"22.0";"739.3";"758.5";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"22.10.2016 17:30";"30.2";"736.7";"755.3";"-0.1";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"22.10.2016 14:30";"34.4";"736.4";"754.8";"-2.3";"29";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"22.10.2016 11:30";"32.0";"738.7";"757.3";"-0.6";"29";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"22.10.2016 08:30";"21.8";"739.3";"758.6";"";"66";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"21.10.2016 17:30";"30.0";"736.0";"754.6";"-2.1";"37";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"21.10.2016 14:30";"33.2";"738.1";"756.6";"0.0";"29";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"21.10.2016 11:30";"33.2";"738.1";"756.6";"0.0";"29";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"21.10.2016 08:30";"22.6";"738.1";"757.3";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"20.10.2016 17:30";"29.2";"735.1";"753.8";"0.1";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"20.10.2016 14:30";"34.0";"735.0";"753.4";"-2.4";"29";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"20.10.2016 11:30";"31.8";"737.4";"756.0";"-0.4";"34";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"20.10.2016 08:30";"21.8";"737.8";"757.0";"";"72";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"19.10.2016 17:30";"30.0";"735.2";"753.8";"-0.2";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"19.10.2016 14:30";"34.2";"735.4";"753.8";"-2.7";"30";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
