# Weather station Rewa, India, WMO_ID=42574,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42574&lang=en
#
"Local time in Rewa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.11.2016 17:30";"27.0";"";"";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"26.11.2016 08:30";"18.0";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"25.11.2016 17:30";"24.8";"";"";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"25.11.2016 08:30";"17.0";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"24.11.2016 17:30";"25.0";"";"";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"24.11.2016 08:30";"16.0";"";"";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"23.11.2016 17:30";"28.0";"";"";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"23.11.2016 08:30";"18.0";"";"";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"22.11.2016 17:30";"27.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"22.11.2016 08:30";"16.0";"";"";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"21.11.2016 17:30";"26.6";"";"";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"21.11.2016 08:30";"15.0";"";"";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"20.11.2016 17:30";"24.0";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"20.11.2016 08:30";"13.6";"";"";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"19.11.2016 17:30";"26.0";"";"";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"19.11.2016 08:30";"14.0";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"18.11.2016 17:30";"26.0";"";"";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"18.11.2016 08:30";"14.0";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"17.11.2016 17:30";"25.2";"";"";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"17.11.2016 08:30";"15.4";"";"";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"16.11.2016 17:30";"25.8";"";"";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"16.11.2016 08:30";"14.0";"";"";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"15.11.2016 17:30";"26.4";"";"";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"15.11.2016 08:30";"15.0";"";"";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"14.11.2016 08:30";"14.0";"";"";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"13.11.2016 17:30";"27.6";"";"";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"13.11.2016 08:30";"15.0";"";"";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"12.11.2016 17:30";"27.0";"";"";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"12.11.2016 08:30";"14.6";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"11.11.2016 17:30";"26.6";"";"";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"11.11.2016 08:30";"14.0";"";"";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"10.11.2016 17:30";"26.0";"";"";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"10.11.2016 08:30";"13.4";"";"";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"09.11.2016 17:30";"25.6";"";"";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"09.11.2016 08:30";"17.0";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"08.11.2016 17:30";"26.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"08.11.2016 08:30";"15.2";"";"";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"07.11.2016 17:30";"29.0";"";"";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"07.11.2016 08:30";"15.0";"";"";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"06.11.2016 17:30";"27.0";"";"";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"06.11.2016 08:30";"17.2";"";"";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.7";"";"";"";"";"";"";
"05.11.2016 17:30";"28.0";"";"";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.7";"";"";"";"";"";"";
"05.11.2016 08:30";"20.0";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"04.11.2016 17:30";"27.6";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"04.11.2016 08:30";"20.0";"";"";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"03.11.2016 17:30";"28.8";"";"";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"03.11.2016 08:30";"20.6";"";"";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"02.11.2016 17:30";"29.0";"";"";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"02.11.2016 08:30";"18.6";"";"";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"01.11.2016 17:30";"28.0";"";"";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"01.11.2016 08:30";"19.0";"";"";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"31.10.2016 17:30";"27.6";"";"";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"31.10.2016 08:30";"19.2";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"30.10.2016 17:30";"29.0";"";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"30.10.2016 08:30";"20.0";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"29.10.2016 17:30";"29.4";"";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"29.10.2016 08:30";"21.4";"";"";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"28.10.2016 17:30";"29.0";"";"";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"28.10.2016 08:30";"22.4";"";"";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"27.10.2016 17:30";"28.0";"";"";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"27.10.2016 08:30";"21.2";"";"";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"26.10.2016 17:30";"29.0";"";"";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"26.10.2016 08:30";"23.0";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"25.10.2016 17:30";"29.6";"";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"25.10.2016 08:30";"22.4";"";"";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"24.10.2016 17:30";"30.0";"";"";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"24.10.2016 08:30";"21.8";"";"";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"23.10.2016 17:30";"31.0";"";"";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"22.10.2016 08:30";"22.0";"";"";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"21.10.2016 17:30";"30.0";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"21.10.2016 08:30";"21.0";"";"";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"20.10.2016 17:30";"29.0";"";"";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"20.10.2016 08:30";"21.4";"";"";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"19.10.2016 17:30";"28.4";"";"";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"19.10.2016 08:30";"20.6";"";"";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"18.10.2016 17:30";"29.0";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"18.10.2016 08:30";"21.0";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"17.10.2016 17:30";"29.6";"";"";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"17.10.2016 08:30";"22.0";"";"";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"16.10.2016 17:30";"29.6";"";"";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"16.10.2016 08:30";"23.6";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"15.10.2016 17:30";"31.6";"";"";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"15.10.2016 08:30";"23.0";"";"";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"14.10.2016 17:30";"30.0";"";"";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"14.10.2016 08:30";"22.2";"";"";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"13.10.2016 17:30";"30.4";"";"";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"12.10.2016 08:30";"24.0";"";"";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"11.10.2016 17:30";"31.0";"";"";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"11.10.2016 08:30";"26.0";"";"";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"10.10.2016 17:30";"30.0";"";"";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"10.10.2016 08:30";"25.0";"";"";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"09.10.2016 17:30";"29.0";"";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"09.10.2016 08:30";"25.0";"";"";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"08.10.2016 08:30";"26.0";"";"";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"07.10.2016 08:30";"26.4";"";"";"";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"06.10.2016 17:30";"27.2";"";"";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"06.10.2016 08:30";"27.0";"";"";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.1";"";"";"";"";"";"";
"05.10.2016 17:30";"31.6";"";"";"";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.9";"";"";"";"";"";"";
"05.10.2016 08:30";"27.6";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"04.10.2016 08:30";"28.0";"";"";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"03.10.2016 17:30";"33.0";"";"";"";"55";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.9";"";"";"";"";"";"";
"03.10.2016 08:30";"30.0";"";"";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"02.10.2016 17:30";"32.8";"";"";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.3";"";"";"";"";"";"";
"02.10.2016 08:30";"27.8";"";"";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"01.10.2016 17:30";"31.0";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"01.10.2016 08:30";"27.4";"";"";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.4";"";"";"";"";"";"";
"30.09.2016 08:30";"26.2";"";"";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"29.09.2016 17:30";"25.0";"";"";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"25.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.0";"";"";"";"";"";"";
"29.09.2016 08:30";"24.0";"";"";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.0";"";"";"";"";"";"";
"28.09.2016 17:30";"25.0";"";"";"";"100";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"28.09.2016 08:30";"25.2";"";"";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.3";"";"";"";"";"";"";
"27.09.2016 17:30";"28.6";"";"";"";"67";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"27.09.2016 08:30";"27.4";"";"";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"26.09.2016 08:30";"25.0";"";"";"";"93";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
