# Weather station Sagar, India, WMO_ID=42671,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42671&lang=en
#
"Local time in Sagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.11.2016 14:30";"29.8";"711.4";"756.4";"-2.2";"33";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.0";"";"";"";"";"";"";
"04.11.2016 11:30";"27.4";"713.6";"759.1";"-1.2";"35";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"04.11.2016 08:30";"20.0";"714.8";"761.6";"1.3";"72";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.8";"";"";"";"";"";"";
"04.11.2016 05:30";"18.2";"713.5";"760.5";"0.2";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"04.11.2016 02:30";"20.4";"713.3";"759.9";"-1.4";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"03.11.2016 23:30";"21.0";"714.7";"761.3";"0.4";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"03.11.2016 20:30";"21.0";"714.3";"760.9";"0.8";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"03.11.2016 17:30";"25.0";"713.5";"759.5";"-0.3";"54";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.1";"";"";"";"";"";"";
"03.11.2016 14:30";"28.8";"713.8";"759.1";"-2.1";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"03.11.2016 11:30";"27.2";"715.9";"761.5";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"03.11.2016 08:30";"23.0";"716.4";"762.9";"1.8";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"03.11.2016 05:30";"17.8";"714.6";"761.7";"0.1";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"03.11.2016 02:30";"18.2";"714.5";"761.5";"-0.5";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"02.11.2016 23:30";"19.0";"715.0";"762.1";"0.1";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"02.11.2016 20:30";"20.0";"714.9";"761.8";"1.3";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"02.11.2016 17:30";"24.8";"713.6";"759.6";"-0.1";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"02.11.2016 14:30";"28.2";"713.7";"759.1";"-1.9";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"02.11.2016 11:30";"27.2";"715.6";"761.2";"-0.3";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"02.11.2016 08:30";"22.4";"715.9";"762.4";"1.5";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"02.11.2016 05:30";"17.6";"714.4";"761.5";"0.0";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"02.11.2016 02:30";"18.2";"714.4";"761.4";"-0.9";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"01.11.2016 23:30";"19.2";"715.3";"762.1";"0.3";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"01.11.2016 20:30";"21.0";"715.0";"761.7";"1.1";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"01.11.2016 17:30";"25.0";"713.9";"759.9";"0.1";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"01.11.2016 14:30";"29.6";"713.8";"759.0";"-1.8";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"01.11.2016 11:30";"28.4";"715.6";"761.1";"-0.7";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"01.11.2016 08:30";"21.4";"716.3";"763.0";"1.5";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"01.11.2016 05:30";"18.0";"714.8";"762.1";"-0.1";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"01.11.2016 02:30";"19.2";"714.9";"761.8";"-0.8";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"31.10.2016 23:30";"20.0";"715.7";"762.6";"-0.2";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"31.10.2016 20:30";"21.6";"715.9";"762.5";"1.4";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"31.10.2016 17:30";"25.4";"714.5";"760.3";"-0.5";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"31.10.2016 14:30";"30.0";"715.0";"760.3";"-1.8";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"31.10.2016 11:30";"29.0";"716.8";"762.4";"-0.4";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"31.10.2016 08:30";"21.0";"717.2";"764.0";"1.9";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"31.10.2016 05:30";"19.0";"715.3";"762.4";"0.6";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"31.10.2016 02:30";"20.0";"714.7";"761.5";"-0.3";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"30.10.2016 23:30";"21.0";"715.0";"761.7";"0.3";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"30.10.2016 20:30";"21.8";"714.7";"761.2";"1.3";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"30.10.2016 17:30";"25.4";"713.4";"759.2";"0.1";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"30.10.2016 14:30";"30.0";"713.3";"758.5";"-2.0";"25";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"30.10.2016 11:30";"29.4";"715.3";"760.6";"0.1";"28";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"30.10.2016 08:30";"22.4";"715.2";"761.6";"1.8";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"30.10.2016 05:30";"18.8";"713.4";"760.3";"0.5";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"30.10.2016 02:30";"20.2";"712.9";"759.5";"-1.1";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"29.10.2016 23:30";"21.0";"714.0";"760.6";"0.1";"39";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"29.10.2016 20:30";"22.2";"713.9";"760.2";"1.5";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"29.10.2016 17:30";"25.0";"712.4";"758.3";"0.1";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"29.10.2016 14:30";"29.8";"712.3";"757.5";"-1.8";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.0";"";"";"";"";"";"";
"29.10.2016 11:30";"29.6";"714.1";"759.4";"0.1";"31";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"29.10.2016 08:30";"24.4";"714.0";"760.0";"1.4";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"29.10.2016 05:30";"19.4";"712.6";"759.4";"0.5";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"29.10.2016 02:30";"20.0";"712.1";"758.8";"-1.1";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"28.10.2016 23:30";"21.0";"713.2";"759.7";"0.0";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"28.10.2016 20:30";"22.6";"713.2";"759.4";"1.1";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"28.10.2016 17:30";"26.0";"712.1";"757.9";"-0.4";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"28.10.2016 14:30";"30.0";"712.5";"757.6";"-1.8";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"28.10.2016 11:30";"29.0";"714.3";"759.7";"-0.6";"30";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"28.10.2016 08:30";"24.4";"714.9";"760.9";"1.6";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"28.10.2016 05:30";"17.8";"713.3";"760.4";"0.2";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"28.10.2016 02:30";"20.0";"713.1";"759.8";"-1.0";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"27.10.2016 23:30";"20.6";"714.1";"760.7";"-0.2";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"27.10.2016 20:30";"22.0";"714.3";"760.7";"1.1";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"27.10.2016 17:30";"26.4";"713.2";"758.8";"0.3";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"27.10.2016 14:30";"31.0";"712.9";"757.9";"-1.9";"30";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"27.10.2016 11:30";"29.8";"714.8";"760.0";"-0.2";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"27.10.2016 08:30";"23.0";"715.0";"761.5";"1.7";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"27.10.2016 05:30";"19.6";"713.3";"760.1";"0.5";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"27.10.2016 02:30";"21.0";"712.8";"759.4";"-0.6";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"26.10.2016 23:30";"22.4";"713.4";"759.7";"-0.1";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"26.10.2016 20:30";"23.4";"713.5";"759.6";"1.8";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"26.10.2016 17:30";"27.8";"711.7";"757.0";"-0.2";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"26.10.2016 14:30";"31.8";"711.9";"756.7";"-1.3";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"26.10.2016 11:30";"31.4";"713.2";"758.0";"0.3";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"26.10.2016 08:30";"24.6";"712.9";"758.8";"1.8";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"26.10.2016 05:30";"19.6";"711.1";"757.6";"0.4";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"26.10.2016 02:30";"21.2";"710.7";"757.0";"-0.8";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"25.10.2016 23:30";"22.4";"711.5";"757.6";"-0.2";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"25.10.2016 20:30";"24.8";"711.7";"757.6";"1.5";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"25.10.2016 17:30";"27.4";"710.2";"755.4";"-0.3";"62";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"25.10.2016 14:30";"32.0";"710.5";"755.2";"-1.2";"37";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.6";"";"";"";"";"";"";
"25.10.2016 11:30";"30.0";"711.7";"756.7";"-0.4";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"25.10.2016 08:30";"23.0";"712.1";"758.3";"1.5";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"25.10.2016 05:30";"20.0";"710.6";"757.2";"0.1";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"25.10.2016 02:30";"21.6";"710.5";"756.7";"-0.5";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"24.10.2016 23:30";"22.8";"711.0";"757.1";"-0.1";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"24.10.2016 20:30";"25.0";"711.1";"757.0";"1.5";"57";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.8";"";"";"";"";"";"";
"24.10.2016 17:30";"28.0";"709.6";"754.9";"-0.7";"42";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"24.10.2016 14:30";"32.4";"710.3";"754.9";"-1.9";"32";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.6";"";"";"";"";"";"";
"24.10.2016 11:30";"30.6";"712.2";"757.1";"-0.1";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"24.10.2016 08:30";"23.0";"712.3";"758.5";"1.8";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"24.10.2016 05:30";"19.2";"710.5";"757.1";"0.0";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"24.10.2016 02:30";"21.0";"710.5";"756.9";"-1.0";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"23.10.2016 23:30";"22.2";"711.5";"757.6";"-0.1";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"23.10.2016 20:30";"24.0";"711.6";"757.6";"1.1";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"23.10.2016 17:30";"28.0";"710.5";"755.8";"0.0";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"23.10.2016 14:30";"32.8";"710.5";"755.0";"-2.1";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"23.10.2016 11:30";"31.6";"712.6";"757.4";"-0.6";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"23.10.2016 08:30";"23.6";"713.2";"759.3";"1.5";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"23.10.2016 05:30";"19.2";"711.7";"";"0.7";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"23.10.2016 02:30";"20.2";"711.0";"757.4";"-0.8";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"22.10.2016 23:30";"21.4";"711.8";"758.2";"-0.4";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"22.10.2016 20:30";"25.0";"712.2";"758.1";"1.4";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"22.10.2016 17:30";"27.8";"710.8";"756.1";"-0.1";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"22.10.2016 14:30";"32.8";"710.5";"755.0";"-2.2";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"22.10.2016 11:30";"32.0";"712.7";"757.5";"0.1";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"22.10.2016 08:30";"26.0";"712.6";"758.4";"1.2";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"22.10.2016 05:30";"19.8";"711.4";"758.0";"0.7";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"22.10.2016 02:30";"21.6";"710.7";"757.0";"-0.7";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"21.10.2016 23:30";"22.2";"711.4";"757.5";"0.0";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"21.10.2016 20:30";"24.6";"711.4";"757.3";"1.5";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"21.10.2016 17:30";"27.4";"709.9";"755.2";"0.1";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"21.10.2016 14:30";"32.4";"709.8";"754.3";"-1.8";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"21.10.2016 11:30";"32.0";"711.6";"756.3";"-0.1";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"21.10.2016 08:30";"25.0";"711.7";"757.6";"1.9";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"21.10.2016 05:30";"20.8";"709.8";"756.1";"-0.4";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"21.10.2016 02:30";"22.2";"710.2";"756.1";"0.0";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"20.10.2016 23:30";"23.0";"710.2";"756.1";"-0.2";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"20.10.2016 20:30";"25.0";"710.4";"756.2";"1.1";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"20.10.2016 17:30";"27.4";"709.3";"754.5";"0.3";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.9";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"20.10.2016 14:30";"31.6";"709.0";"753.7";"-1.9";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"20.10.2016 11:30";"31.4";"710.9";"755.6";"-0.2";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"20.10.2016 08:30";"24.4";"711.1";"757.0";"1.5";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"20.10.2016 05:30";"19.8";"709.6";"756.1";"0.1";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"20.10.2016 02:30";"20.2";"709.5";"755.8";"-0.5";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
