# Weather station Santiniketan, India, WMO_ID=42708,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42708&lang=en
#
"Local time in Santiniketan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.02.2016 11:30";"25.6";"757.1";"762.2";"-1.0";"52";"Wind blowing from the north";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"03.02.2016 08:30";"19.0";"758.1";"763.3";"";"87";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"16.7";"";"";"";"";"";"";
"02.02.2016 17:30";"25.8";"755.0";"760.1";"0.0";"66";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"02.02.2016 14:30";"29.6";"755.0";"760.0";"-3.1";"49";"Wind blowing from the west-northwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.7";"";"";"";"";"";"";
"02.02.2016 11:30";"28.6";"758.1";"763.2";"-0.5";"45";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"02.02.2016 08:30";"20.0";"758.6";"763.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.8";"";"";"";"";"";"";"2.0";"16.4";"";"";"";"";"";"";
"01.02.2016 17:30";"25.4";"754.5";"759.6";"0.0";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"01.02.2016 14:30";"29.6";"754.5";"759.5";"-2.2";"44";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"01.02.2016 11:30";"27.0";"756.7";"761.8";"-1.1";"53";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"01.02.2016 08:30";"19.2";"757.8";"763.0";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"31.01.2016 17:30";"25.0";"754.2";"759.3";"0.6";"71";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.9";"";"";"";"";"";"2.0";"19.4";"";"";"";"";"";"";
"31.01.2016 14:30";"28.8";"753.6";"758.6";"-2.3";"51";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"31.01.2016 11:30";"26.0";"755.9";"761.0";"-1.5";"63";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"31.01.2016 08:30";"16.4";"757.4";"762.7";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.6";"";"";"";"";"";"";"1.0";"14.3";"";"";"";"";"";"";
"30.01.2016 17:30";"23.4";"753.7";"758.8";"-0.5";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.5";"";"";"";"";"";"2.0";"17.6";"";"";"";"";"";"";
"30.01.2016 14:30";"26.4";"754.2";"759.3";"-3.2";"54";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"30.01.2016 11:30";"23.4";"757.4";"762.6";"-0.3";"56";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"30.01.2016 08:30";"16.4";"757.7";"763.0";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.9";"";"";"";"";"";"";"2.0";"13.2";"";"";"";"";"";"";
"29.01.2016 17:30";"22.2";"755.7";"760.9";"-0.3";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.1";"";"";"";"";"";"2.0";"17.0";"";"";"";"";"";"";
"29.01.2016 14:30";"24.6";"756.0";"761.1";"-2.3";"53";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"29.01.2016 11:30";"23.2";"758.3";"763.5";"-0.7";"56";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.0";"";"";"";"";"";"";
"29.01.2016 08:30";"16.2";"759.0";"764.3";"";"81";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"28.01.2016 17:30";"22.0";"754.9";"760.1";"0.2";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.6";"";"";"";"";"";"2.0";"16.8";"";"";"";"";"";"";
"28.01.2016 14:30";"25.4";"754.7";"759.8";"-1.9";"56";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"28.01.2016 11:30";"23.0";"756.6";"761.8";"-1.1";"62";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"28.01.2016 08:30";"15.4";"757.7";"763.0";"";"83";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"2.0";"12.5";"";"";"";"";"";"";
"27.01.2016 17:30";"20.8";"754.5";"759.7";"0.0";"71";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.5";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"27.01.2016 14:30";"24.2";"754.5";"759.6";"-2.7";"55";"Wind blowing from the east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.5";"";"";"";"";"";"";
"27.01.2016 11:30";"21.4";"757.2";"762.4";"-0.8";"57";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"27.01.2016 08:30";"13.4";"758.0";"763.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.7";"";"";"";"";"";"";"1.0";"11.9";"";"";"";"";"";"";
"26.01.2016 17:30";"20.8";"755.7";"760.9";"0.0";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.2";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"26.01.2016 14:30";"24.0";"755.7";"760.8";"-2.6";"39";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"26.01.2016 11:30";"21.6";"758.3";"763.5";"-0.5";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"26.01.2016 08:30";"13.0";"758.8";"764.2";"";"86";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.5";"";"";"";"";"";"";"2.0";"10.7";"";"";"";"";"";"";
"25.01.2016 17:30";"19.2";"755.7";"760.9";"0.3";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"25.01.2016 14:30";"23.0";"755.4";"760.6";"-2.9";"40";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"25.01.2016 11:30";"20.0";"758.3";"763.5";"-0.5";"54";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"25.01.2016 08:30";"12.6";"758.8";"764.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.8";"";"";"";"";"";"";"2.0";"9.0";"";"";"";"";"";"";
"24.01.2016 17:30";"18.2";"757.4";"762.7";"-0.5";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"21.7";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"24.01.2016 14:30";"21.4";"757.9";"763.1";"-3.4";"50";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"24.01.2016 11:30";"15.0";"761.3";"766.6";"0.4";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"24.01.2016 08:30";"12.6";"760.9";"766.3";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.4";"";"";"";"";"";"";"2.0";"9.5";"";"";"";"";"";"";
"23.01.2016 17:30";"17.8";"757.1";"762.4";"-1.6";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.5";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"23.01.2016 14:30";"20.0";"758.7";"763.9";"-2.4";"57";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"23.01.2016 11:30";"15.0";"761.1";"766.4";"0.2";"77";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.9";"";"";"";"";"";"";
"23.01.2016 08:30";"12.6";"760.9";"766.3";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.4";"";"";"";"";"";"";"2.0";"9.5";"";"";"";"";"";"";
"22.01.2016 17:30";"18.4";"757.7";"763.0";"-0.4";"70";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"22.01.2016 14:30";"20.6";"758.1";"763.3";"";"60";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"22.01.2016 08:30";"14.0";"760.0";"765.4";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.1";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"21.01.2016 17:30";"19.2";"756.9";"762.1";"0.5";"76";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";" ";"";"";"";"22.2";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"21.01.2016 14:30";"21.4";"756.4";"761.6";"-2.5";"64";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.2";"";"";"";"";"";"";
"21.01.2016 11:30";"20.6";"758.9";"764.1";"-0.7";"61";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"21.01.2016 08:30";"15.8";"759.6";"764.9";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.4";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"20.01.2016 17:30";"17.8";"756.0";"761.3";"1.0";"92";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"18.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"1.0";"16.5";"";"";"";"";"";"";
"20.01.2016 14:30";"18.6";"755.0";"760.2";"-1.5";"92";"Wind blowing from the north-east";"2";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"17.3";"";"";"";"";"";"";
"20.01.2016 11:30";"17.6";"756.5";"761.8";"-0.6";"96";"Wind blowing from the north-east";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"16.9";"";"";"";"";"";"";
"20.01.2016 08:30";"16.2";"757.1";"762.4";"";"90";"Wind blowing from the east";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.3";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"14.5";"";"";"";"";"";"";
"19.01.2016 17:30";"17.4";"754.2";"759.4";"";"78";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.7";"";"";"";"";"";"2.0";"13.5";"";"";"";"";"";"";
"19.01.2016 14:30";"20.6";"";"759.7";"";"66";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"14.1";"";"";"";"";"";"";
"19.01.2016 11:30";"22.4";"";"761.4";"";"58";"Wind blowing from the east";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"13.8";"";"";"";"";"";"";
"19.01.2016 08:30";"18.8";"";"761.7";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"14.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.2";"";"";"";"";"";"";
"18.01.2016 17:30";"22.4";"";"759.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.7";"";"";"";"";"";"2.0";"15.0";"";"";"";"";"";"";
"18.01.2016 14:30";"25.6";"";"759.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"18.01.2016 11:30";"24.0";"";"761.3";"";"49";"Wind blowing from the east-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
