# Weather station Madurai, India, WMO_ID=43359,selection from 08.04.2016 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43359&lang=en
#
"Local time in Madurai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.12.2016 08:30";"26.0";"745.4";"756.5";"";"83";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.8";"";"";"";"";"";"";
"09.12.2016 17:30";"31.0";"742.8";"753.7";"";"77";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"32.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"09.12.2016 08:30";"26.0";"746.5";"757.6";"";"76";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.5";"";"";"";"";"";"";
"08.12.2016 17:30";"31.0";"743.5";"754.4";"";"77";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"30.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"08.12.2016 08:30";"27.0";"747.0";"758.1";"";"77";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"22.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"07.12.2016 17:30";"30.0";"744.7";"755.6";"";"72";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"07.12.2016 08:30";"24.0";"747.7";"758.9";"";"75";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.3";"";"";"";"";"";"";
"06.12.2016 17:30";"30.0";"743.8";"754.7";"";"65";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.7";"";"";"";"";"";"";
"06.12.2016 08:30";"26.0";"746.7";"757.8";"";"84";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"26.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.1";"";"";"";"";"";"";
"05.12.2016 17:30";"30.0";"744.7";"755.7";"";"65";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.7";"";"";"";"";"";"";
"05.12.2016 08:30";"26.0";"746.7";"757.8";"";"84";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"22.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.1";"";"";"";"";"";"";
"04.12.2016 17:30";"30.0";"745.9";"756.9";"";"72";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"04.12.2016 08:30";"25.0";"747.4";"758.6";"";"83";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"03.12.2016 17:30";"25.0";"744.4";"755.5";"";"91";"Wind blowing from the east";"3";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"25.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"23.5";"";"";"";"";"";"";
"03.12.2016 08:30";"23.0";"747.1";"759.0";"";"90";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"21.2";"";"";"";"";"";"";
"02.12.2016 17:30";"27.0";"743.2";"754.3";"";"70";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"02.12.2016 08:30";"21.6";"746.0";"757.3";"";"91";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"19.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"20.1";"";"";"";"";"";"";
"01.12.2016 17:30";"21.8";"743.7";"755.6";"";"87";"Wind blowing from the east";"3";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"19.6";"";"";"";"";"";"";
"01.12.2016 08:30";"25.0";"746.2";"757.3";"";"83";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"30.11.2016 17:30";"30.0";"744.0";"754.9";"";"78";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"30.11.2016 08:30";"25.0";"746.5";"757.6";"";"91";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.5";"";"";"";"";"";"";
"29.11.2016 17:30";"31.0";"744.3";"755.2";"";"78";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.8";"";"";"";"";"";"";
"29.11.2016 08:30";"25.0";"747.4";"758.5";"";"83";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"28.11.2016 17:30";"31.0";"743.6";"754.5";"";"42";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.8";"";"";"";"";"";"";
"26.11.2016 08:30";"26.0";"746.7";"757.8";"";"69";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.9";"";"";"";"";"";"";
"25.11.2016 17:30";"31.4";"742.8";"753.7";"";"75";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.4";"";"";"";"";"";"";
"25.11.2016 08:30";"26.0";"746.2";"757.3";"";"69";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.9";"";"";"";"";"";"";
"24.11.2016 17:30";"31.0";"743.2";"754.1";"";"54";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"24.11.2016 08:30";"27.0";"746.7";"757.8";"";"63";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"22.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.3";"";"";"";"";"";"";
"23.11.2016 17:30";"32.0";"742.3";"753.1";"";"55";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"23.11.2016 08:30";"29.0";"745.6";"756.6";"";"71";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.2";"";"";"";"";"";"";
"22.11.2016 17:30";"32.0";"742.9";"753.7";"";"79";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.9";"";"";"";"";"";"";
"22.11.2016 08:30";"28.0";"745.2";"756.2";"";"78";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.7";"";"";"";"";"";"";
"21.11.2016 17:30";"30.0";"743.6";"754.6";"";"65";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.7";"";"";"";"";"";"";
"21.11.2016 08:30";"27.0";"746.2";"757.2";"";"77";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.8";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"20.11.2016 17:30";"30.0";"743.7";"754.6";"";"65";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.7";"";"";"";"";"";"";
"20.11.2016 08:30";"27.4";"745.8";"756.8";"";"69";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.1";"";"";"";"";"";"";
"19.11.2016 17:30";"29.4";"742.9";"753.9";"";"75";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"33.6";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.5";"";"";"";"";"";"";
"19.11.2016 08:30";"27.4";"745.7";"756.7";"";"67";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"26.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"18.11.2016 17:30";"30.0";"743.6";"754.6";"";"78";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"18.11.2016 08:30";"28.4";"746.0";"757.0";"";"91";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"26.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.7";"";"";"";"";"";"";
"17.11.2016 17:30";"31.4";"744.3";"755.2";"";"56";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"33.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"17.11.2016 08:30";"27.4";"746.4";"757.5";"";"71";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"16.11.2016 17:30";"29.4";"744.4";"755.3";"";"61";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"16.11.2016 08:30";"28.4";"746.3";"757.3";"";"62";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"24.8";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"15.11.2016 17:30";"32.0";"743.8";"754.7";"";"60";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"32.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.3";"";"";"";"";"";"";
"15.11.2016 08:30";"27.4";"746.8";"757.9";"";"71";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"25.4";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"14.11.2016 17:30";"29.0";"744.8";"755.8";"";"78";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"14.11.2016 08:30";"29.4";"747.9";"758.9";"";"61";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"13.11.2016 17:30";"32.4";"745.1";"756.0";"";"59";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"33.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.5";"";"";"";"";"";"";
"13.11.2016 08:30";"26.2";"747.2";"758.4";"";"78";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"12.11.2016 17:30";"30.4";"744.4";"755.3";"";"64";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"33.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.8";"";"";"";"";"";"";
"12.11.2016 08:30";"25.4";"747.5";"758.7";"";"84";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"22.8";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.4";"";"";"";"";"";"";
"11.11.2016 17:30";"30.2";"743.6";"754.6";"";"65";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"32.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.9";"";"";"";"";"";"";
"11.11.2016 08:30";"25.4";"746.8";"757.9";"";"82";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"23.8";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"10.11.2016 17:30";"30.4";"744.2";"755.2";"";"62";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.2";"";"";"";"";"";"";
"10.11.2016 08:30";"25.6";"747.7";"758.8";"";"76";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"23.8";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.1";"";"";"";"";"";"";
"09.11.2016 17:30";"25.8";"745.9";"757.0";"";"97";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
"09.11.2016 08:30";"25.4";"746.7";"757.9";"";"84";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.6";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.4";"";"";"";"";"";"";
