# Weather station Thanjavur, India, WMO_ID=43330,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43330&lang=en
#
"Local time in Thanjavur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.05.2016 17:30";"31.2";"744.8";"758.5";"";"67";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"18.05.2016 08:30";"25.8";"747.8";"754.0";"";"87";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"17.05.2016 17:30";"28.6";"745.6";"751.7";"";"72";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"17.05.2016 08:30";"25.2";"748.1";"754.5";"";"90";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"23.8";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"16.05.2016 17:30";"26.2";"747.3";"753.5";"";"89";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"27.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"16.05.2016 08:30";"26.2";"750.4";"756.6";"";"87";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"15.05.2016 17:30";"33.0";"749.5";"755.6";"";"60";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"15.05.2016 08:30";"30.2";"751.0";"757.1";"";"68";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"29.6";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"14.05.2016 17:30";"34.0";"748.9";"755.0";"";"57";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"14.05.2016 08:30";"31.2";"751.1";"757.3";"";"66";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"13.05.2016 17:30";"34.4";"749.2";"755.2";"";"55";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"13.05.2016 08:30";"30.6";"750.7";"756.9";"";"68";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"12.05.2016 17:30";"31.0";"749.8";"755.9";"";"68";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"12.05.2016 08:30";"29.2";"751.1";"757.3";"";"70";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"28.8";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"11.05.2016 17:30";"30.0";"750.3";"756.4";"";"69";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"11.05.2016 08:30";"30.2";"752.2";"758.4";"";"69";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"29.8";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"10.05.2016 17:30";"33.8";"749.7";"755.8";"";"57";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"37.5";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"10.05.2016 08:30";"31.2";"751.8";"757.9";"";"66";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"09.05.2016 17:30";"33.8";"749.5";"755.5";"";"57";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"37.5";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"09.05.2016 08:30";"31.2";"752.2";"758.2";"";"65";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"08.05.2016 17:30";"34.4";"749.5";"755.6";"";"55";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"08.05.2016 08:30";"31.2";"751.9";"758.1";"";"65";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"07.05.2016 17:30";"34.2";"749.4";"755.5";"";"56";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"07.05.2016 08:30";"30.2";"752.1";"758.2";"";"69";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"29.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"06.05.2016 17:30";"34.2";"749.2";"755.2";"";"56";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"06.05.2016 08:30";"31.6";"751.9";"758.1";"";"65";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"05.05.2016 17:30";"34.2";"749.0";"755.1";"";"56";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"05.05.2016 08:30";"31.6";"751.8";"757.9";"";"64";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"04.05.2016 17:30";"35.0";"748.9";"755.0";"";"53";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"04.05.2016 08:30";"31.6";"751.9";"758.1";"";"64";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"03.05.2016 17:30";"34.8";"749.2";"755.2";"";"53";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"03.05.2016 08:30";"31.6";"751.8";"757.9";"";"64";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"02.05.2016 17:30";"35.0";"749.3";"755.4";"";"53";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"40.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"02.05.2016 08:30";"31.6";"751.9";"758.1";"";"64";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"01.05.2016 17:30";"35.0";"749.2";"755.2";"";"53";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"01.05.2016 08:30";"31.2";"752.2";"758.6";"";"66";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"30.04.2016 08:30";"30.6";"752.5";"758.6";"";"68";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"29.04.2016 17:30";"35.0";"749.2";"755.3";"";"53";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"29.04.2016 08:30";"31.2";"751.9";"758.0";"";"66";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"28.04.2016 17:30";"35.2";"749.0";"755.1";"";"53";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"28.04.2016 08:30";"31.2";"751.8";"757.9";"";"64";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"27.04.2016 17:30";"33.8";"749.5";"";"";"58";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"27.04.2016 08:30";"31.2";"751.9";"758.0";"";"64";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"26.04.2016 17:30";"33.8";"749.4";"755.5";"";"57";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"26.04.2016 08:30";"31.4";"751.5";"757.6";"";"63";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"25.04.2016 17:30";"34.0";"748.9";"754.9";"";"58";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"25.04.2016 08:30";"31.8";"750.3";"756.4";"";"63";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"23.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"24.04.2016 17:30";"34.2";"747.4";"753.5";"";"60";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"24.04.2016 08:30";"31.8";"749.8";"755.9";"";"64";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"30.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"23.04.2016 17:30";"34.6";"747.3";"753.4";"";"59";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"41.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"23.04.2016 08:30";"31.8";"745.1";"758.8";"";"64";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"30.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"22.04.2016 17:30";"34.4";"749.3";"755.4";"";"57";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"39.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"22.04.2016 08:30";"31.2";"752.5";"758.6";"";"67";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"21.04.2016 17:30";"34.2";"749.5";"755.5";"";"57";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"21.04.2016 08:30";"31.8";"752.8";"758.9";"";"64";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"30.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"20.04.2016 17:30";"34.0";"749.5";"755.6";"";"57";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"20.04.2016 08:30";"31.2";"753.3";"759.4";"";"64";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"19.04.2016 17:30";"33.8";"749.7";"755.8";"";"58";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"19.04.2016 08:30";"31.2";"752.8";"759.0";"";"63";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"29.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"18.04.2016 17:30";"33.8";"749.5";"755.5";"";"57";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"18.04.2016 08:30";"31.2";"753.1";"759.3";"";"63";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"29.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"17.04.2016 17:30";"33.8";"749.3";"755.4";"";"57";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"17.04.2016 08:30";"31.2";"752.9";"759.1";"";"63";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"29.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"16.04.2016 17:30";"34.0";"749.5";"755.5";"";"56";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"16.04.2016 08:30";"31.2";"752.8";"759.0";"";"63";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"29.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"15.04.2016 17:30";"34.0";"749.8";"755.8";"";"56";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"15.04.2016 08:30";"31.2";"752.7";"758.8";"";"64";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"29.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"14.04.2016 17:30";"33.8";"749.7";"755.8";"";"57";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"14.04.2016 08:30";"31.4";"753.4";"759.5";"";"63";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"13.04.2016 17:30";"35.0";"750.1";"756.1";"";"57";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"41.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"13.04.2016 08:30";"31.4";"753.1";"759.2";"";"62";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"29.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"12.04.2016 17:30";"33.8";"749.5";"755.5";"";"57";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"";"38.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"12.04.2016 08:30";"31.4";"752.5";"758.7";"";"63";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"30.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
