# Weather station Satara, India, WMO_ID=43113,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43113&lang=en
#
"Local time in Satara";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.05.2017 17:30";"35.8";"695.9";"751.3";"";"37";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"38.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.1";"";"";"";"";"";"";
"17.05.2017 08:30";"27.8";"698.5";"755.7";"";"59";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"22.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"16.05.2017 17:30";"35.4";"695.5";"750.9";"";"41";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"38.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.4";"";"";"";"";"";"";
"16.05.2017 08:30";"27.8";"697.9";"754.9";"";"38";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"22.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.3";"";"";"";"";"";"";
"15.05.2017 17:30";"31.4";"696.7";"752.8";"";"47";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"33.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.9";"";"";"";"";"";"";
"15.05.2017 08:30";"27.2";"699.6";"756.7";"";"61";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.1";"";"";"";"";"";"";
"14.05.2017 17:30";"34.4";"696.2";"751.8";"";"50";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"37.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"14.05.2017 08:30";"24.0";"699.6";"757.5";"";"90";"Calm, no wind";"0";"";"";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.2";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.3";"";"";"";"";"";"";
"13.05.2017 17:30";"26.0";"697.5";"754.9";"";"69";"Wind blowing from the south-east";"1";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"19.8";"";"";"";"";"";"";
"13.05.2017 08:30";"28.6";"699.2";"756.1";"";"60";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"23.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"12.05.2017 17:30";"38.2";"695.9";"750.7";"";"21";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"40.1";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.0";"";"";"";"";"";"";
"12.05.2017 08:30";"28.4";"699.7";"756.7";"";"43";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"22.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"11.05.2017 17:30";"36.4";"696.9";"752.2";"";"28";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"39.6";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.2";"";"";"";"";"";"";
"11.05.2017 08:30";"26.8";"699.7";"757.0";"";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"10.05.2017 17:30";"39.0";"696.7";"751.6";"";"16";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"39.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.6";"";"";"";"";"";"";
"10.05.2017 08:30";"26.2";"699.5";"756.8";"";"54";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"21.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"09.05.2017 17:30";"36.2";"696.4";"751.6";"";"35";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"39.7";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.5";"";"";"";"";"";"";
"09.05.2017 08:30";"27.0";"699.9";"757.3";"";"64";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.6";"";"";"";"";"";"";
"08.05.2017 17:30";"35.2";"697.0";"752.5";"";"40";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"";"39.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.8";"";"";"";"";"";"";
"08.05.2017 08:30";"25.2";"701.2";"758.8";"";"65";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"20.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"07.05.2017 17:30";"27.4";"698.5";"755.7";"";"53";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"07.05.2017 08:30";"27.6";"701.6";"759.0";"";"68";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.2";"";"";"";"";"";"";
"06.05.2017 17:30";"36.4";"697.9";"753.1";"";"43";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"";"40.1";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"06.05.2017 08:30";"27.2";"701.2";"758.5";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"05.05.2017 17:30";"31.4";"698.0";"754.3";"";"47";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"41.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"05.05.2017 08:30";"26.8";"700.5";"757.9";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"04.05.2017 17:30";"31.6";"698.5";"754.8";"";"50";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Storm";"";"38.5";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"04.05.2017 08:30";"25.6";"700.7";"758.4";"";"75";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.9";"";"";"";"";"";"";
"03.05.2017 17:30";"34.4";"697.8";"753.4";"";"44";"Wind blowing from the north-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"39.3";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.6";"";"";"";"";"";"";
"03.05.2017 08:30";"26.6";"700.7";"758.2";"";"62";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"02.05.2017 08:30";"26.2";"699.8";"758.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"01.05.2017 17:30";"37.2";"697.5";"752.6";"";"19";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"39.1";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.8";"";"";"";"";"";"";
"01.05.2017 08:30";"25.4";"700.3";"757.9";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"30.04.2017 17:30";"35.0";"697.7";"753.4";"";"27";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"38.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.1";"";"";"";"";"";"";
"30.04.2017 08:30";"23.4";"700.5";"758.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"29.04.2017 17:30";"36.8";"697.9";"753.1";"";"15";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"38.3";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.0";"";"";"";"";"";"";
"29.04.2017 08:30";"26.4";"700.9";"758.4";"";"41";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"21.6";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.1";"";"";"";"";"";"";
"28.04.2017 17:30";"36.4";"697.3";"752.5";"";"19";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.4";"";"";"";"";"";"";
"28.04.2017 08:30";"26.6";"701.0";"758.5";"";"34";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"22.6";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.6";"";"";"";"";"";"";
"27.04.2017 17:30";"37.4";"697.8";"752.9";"";"16";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"38.6";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.9";"";"";"";"";"";"";
"27.04.2017 08:30";"26.0";"700.0";"757.7";"";"53";"Wind blowing from the south-southwest";"1";"";"";"40%.";" ";"";"";"22.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.6";"";"";"";"";"";"";
"26.04.2017 17:30";"36.6";"697.8";"753.1";"";"20";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"39.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.3";"";"";"";"";"";"";
"26.04.2017 08:30";"26.2";"699.9";"757.3";"";"33";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"20.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.5";"";"";"";"";"";"";
"25.04.2017 17:30";"35.4";"697.8";"753.3";"";"21";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"37.9";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"25.04.2017 08:30";"26.0";"700.3";"758.0";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"24.04.2017 17:30";"35.0";"698.1";"753.7";"";"27";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"24.04.2017 08:30";"25.6";"700.0";"757.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"23.04.2017 17:30";"34.2";"697.6";"753.3";"";"30";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"23.04.2017 08:30";"24.0";"700.3";"758.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"22.04.2017 17:30";"34.4";"697.6";"753.3";"";"23";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
