# Weather station Ghazipur, India, WMO_ID=42482,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42482&lang=en
#
"Local time in Ghazipur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.09.2016 17:30";"31.0";"";"748.1";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"03.09.2016 08:30";"30.4";"";"750.3";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.7";"";"";"";"";"";"";
"02.09.2016 17:30";"32.0";"";"748.3";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"01.09.2016 17:30";"32.4";"";"749.1";"";"77";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"31.08.2016 17:30";"31.4";"";"750.0";"";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"31.08.2016 08:30";"29.0";"";"752.2";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"30.08.2016 17:30";"28.4";"";"749.7";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"30.08.2016 08:30";"32.0";"";"752.0";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"29.3";"";"";"";"";"";"";
"28.08.2016 17:30";"34.0";"";"751.9";"";"64";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"27.08.2016 17:30";"32.4";"";"751.6";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"27.08.2016 08:30";"30.4";"";"755.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"26.08.2016 17:30";"31.0";"";"751.3";"";"77";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"26.08.2016 08:30";"26.4";"";"754.4";"";"97";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"25.08.2016 17:30";"33.4";"";"750.1";"";"53";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"24.08.2016 17:30";"32.4";"";"750.3";"";"60";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"23.08.2016 17:30";"30.0";"";"750.3";"";"80";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.1";"";"";"";"";"";"";
"22.08.2016 17:30";"28.4";"743.8";"749.5";"";"85";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"21.08.2016 17:30";"31.0";"744.2";"749.8";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"21.08.2016 08:30";"29.0";"745.8";"751.5";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"19.08.2016 17:30";"31.4";"743.0";"748.6";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"19.08.2016 08:30";"29.0";"744.4";"750.1";"";"83";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"18.08.2016 17:30";"29.0";"739.1";"744.7";"";"83";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"17.08.2016 17:30";"28.0";"740.6";"746.2";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"17.08.2016 08:30";"29.0";"742.6";"748.2";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"16.08.2016 17:30";"32.0";"740.3";"745.9";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"15.08.2016 08:30";"28.3";"742.3";"748.0";"";"100";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"28.3";"";"";"";"";"";"";
"14.08.2016 08:30";"30.0";"743.3";"748.9";"";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"27.2";"";"";"";"";"";"";
"13.08.2016 17:30";"30.4";"742.0";"747.6";"";"76";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"13.08.2016 08:30";"29.0";"744.4";"750.1";"";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"12.08.2016 17:30";"30.0";"743.9";"749.5";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"12.08.2016 08:30";"30.0";"745.2";"750.8";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"11.08.2016 08:30";"29.0";"745.8";"751.5";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"10.08.2016 17:30";"28.4";"743.2";"748.9";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"10.08.2016 08:30";"30.0";"745.4";"751.0";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"09.08.2016 17:30";"30.0";"742.4";"748.0";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"08.08.2016 17:30";"30.0";"743.3";"748.9";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"08.08.2016 08:30";"27.4";"745.0";"750.7";"";"97";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"07.08.2016 08:30";"29.4";"744.0";"749.6";"";"78";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"06.08.2016 17:30";"28.8";"741.2";"746.8";"";"92";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"06.08.2016 08:30";"31.0";"743.7";"749.3";"";"75";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"05.08.2016 17:30";"33.0";"741.3";"746.9";"";"67";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"05.08.2016 08:30";"30.6";"743.6";"749.2";"";"80";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"04.08.2016 17:30";"32.4";"741.6";"747.2";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"04.08.2016 08:30";"30.0";"743.3";"748.9";"";"81";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"03.08.2016 17:30";"32.0";"740.5";"746.1";"";"71";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"02.08.2016 17:30";"31.4";"744.4";"750.0";"";"73";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"02.08.2016 08:30";"29.4";"";"749.0";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"01.08.2016 17:30";"30.2";"";"747.6";"";"78";"Wind blowing from the east";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.0";"";"";"";"";"";"";
"01.08.2016 08:30";"28.0";"";"751.0";"";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"31.07.2016 08:30";"27.0";"";"752.6";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"30.07.2016 17:30";"30.0";"";"750.4";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"30.07.2016 08:30";"26.4";"";"751.9";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"29.07.2016 17:30";"31.0";"";"749.6";"";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"29.07.2016 08:30";"27.4";"";"752.6";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"28.07.2016 17:30";"30.0";"";"753.4";"";"85";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"28.07.2016 08:30";"28.4";"";"753.4";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.3";"";"";"";"";"";"";
"27.07.2016 17:30";"27.6";"";"752.2";"";"99";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"27.07.2016 08:30";"27.4";"";"753.7";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"26.07.2016 17:30";"29.4";"";"751.1";"";"82";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"25.07.2016 08:30";"30.0";"746.8";"752.5";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.6";"";"";"";"";"";"";
"24.07.2016 08:30";"29.4";"747.2";"752.9";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"23.07.2016 17:30";"32.4";"744.6";"750.2";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"22.07.2016 17:30";"30.0";"743.9";"749.5";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"22.07.2016 08:30";"30.0";"745.5";"751.1";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"21.07.2016 17:30";"";"";"748.7";"";"";"Wind blowing from the north-northeast";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"20.07.2016 17:30";"";"";"748.6";"";"";"Wind blowing from the north-northeast";"10";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.3";"";"";"";"";"";"";
"18.07.2016 17:30";"31.0";"";"";"";"77";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"18.07.2016 08:30";"27.0";"";"752.4";"";"94";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"17.07.2016 17:30";"28.0";"";"750.9";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"17.07.2016 08:30";"27.0";"";"752.1";"";"90";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"16.07.2016 17:30";"27.4";"";"748.8";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"16.07.2016 08:30";"28.4";"";"750.1";"";"97";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"15.07.2016 17:30";"31.0";"";"747.3";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"14.07.2016 17:30";"32.4";"";"746.3";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"13.07.2016 17:30";"32.4";"";"747.0";"";"79";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.3";"";"";"";"";"";"";
"12.07.2016 17:30";"31.4";"";"746.7";"";"79";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.3";"";"";"";"";"";"";
"12.07.2016 08:30";"30.4";"743.6";"749.2";"";"81";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"11.07.2016 17:30";"31.0";"739.9";"745.5";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.7";"";"";"";"";"";"";
"11.07.2016 08:30";"29.4";"742.2";"747.8";"";"85";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"10.07.2016 08:30";"29.4";"741.1";"746.7";"";"86";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"09.07.2016 17:30";"33.4";"739.2";"744.7";"";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"08.07.2016 17:30";"32.4";"740.0";"745.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"28.3";"";"";"";"";"";"";
"06.07.2016 17:30";"27.6";"739.5";"745.1";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"05.07.2016 17:30";"28.0";"737.9";"743.5";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"05.07.2016 08:30";"26.4";"739.9";"745.6";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"04.07.2016 17:30";"28.0";"740.0";"745.6";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"36.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"04.07.2016 08:30";"28.0";"741.8";"747.5";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"03.07.2016 17:30";"29.4";"740.6";"746.2";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"03.07.2016 08:30";"30.4";"742.7";"748.3";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"02.07.2016 17:30";"31.4";"741.0";"746.6";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"38.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"02.07.2016 08:30";"34.0";"743.3";"748.9";"";"62";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"01.07.2016 17:30";"33.4";"740.2";"745.7";"";"70";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"30.06.2016 17:30";"37.0";"741.3";"746.8";"";"45";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"29.06.2016 17:30";"37.0";"743.1";"748.6";"";"46";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"29.06.2016 08:30";"31.4";"746.6";"752.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"28.06.2016 17:30";"36.4";"743.1";"748.6";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"28.06.2016 08:30";"31.4";"745.6";"751.2";"";"75";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"27.06.2016 17:30";"35.0";"742.3";"747.8";"";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.7";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"27.06.2016 08:30";"32.0";"745.4";"751.0";"";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"26.06.2016 17:30";"36.0";"743.2";"748.7";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"25.06.2016 08:30";"30.4";"745.7";"751.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"24.06.2016 17:30";"34.4";"741.9";"747.4";"";"65";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"24.06.2016 08:30";"30.4";"745.6";"751.2";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.7";"";"";"";"";"";"";
"23.06.2016 08:30";"30.0";"746.0";"751.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"22.06.2016 17:30";"29.4";"744.8";"750.5";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"22.06.2016 08:30";"26.0";"747.1";"752.8";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"21.06.2016 17:30";"28.0";"743.5";"749.2";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"37.2";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"21.06.2016 08:30";"31.4";"745.4";"751.0";"";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"20.06.2016 17:30";"35.0";"742.6";"748.1";"";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.8";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"20.06.2016 08:30";"32.4";"746.3";"751.9";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"19.06.2016 17:30";"37.0";"743.1";"748.6";"";"46";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"37.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"18.06.2016 17:30";"31.4";"743.5";"749.1";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"18.06.2016 08:30";"31.0";"745.7";"751.3";"";"76";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"17.06.2016 08:30";"30.0";"745.0";"750.6";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"16.06.2016 17:30";"26.4";"742.9";"748.6";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.7";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"16.06.2016 08:30";"31.0";"745.1";"750.7";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"4.0";"26.8";"";"";"";"";"";"";
"15.06.2016 17:30";"36.0";"741.4";"746.9";"";"49";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"40.7";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"15.06.2016 08:30";"34.0";"742.8";"748.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"14.06.2016 17:30";"39.0";"739.8";"745.2";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"13.06.2016 08:30";"32.4";"";"749.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"12.06.2016 17:30";"32.4";"";"746.5";"";"58";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"12.06.2016 08:30";"32.0";"";"748.8";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
