# Weather station Shahjahanpur, India, WMO_ID=42266,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42266&lang=en
#
"Local time in Shahjahanpur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.05.2016 17:30";"32.4";"740.2";"753.1";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"04.05.2016 17:30";"36.0";"737.9";"750.6";"";"33";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"04.05.2016 08:30";"25.0";"741.4";"754.7";"";"64";"Wind blowing from the east";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"17.7";"";"";"";"";"";"";
"03.05.2016 17:30";"35.0";"737.9";"750.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"03.05.2016 08:30";"28.0";"740.1";"753.2";"";"63";"Wind blowing from the east";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.1";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"20.4";"";"";"";"";"";"";
"02.05.2016 17:30";"41.0";"736.2";"748.7";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"01.05.2016 17:30";"40.0";"735.6";"748.1";"";"16";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"41.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.3";"";"";"";"";"";"";
"01.05.2016 08:30";"16.0";"738.6";"752.2";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.4";"";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"30.04.2016 17:30";"38.4";"737.5";"750.1";"";"15";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"30.04.2016 08:30";"27.2";"739.8";"753.0";"";"44";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"13.8";"";"";"";"";"";"";
"29.04.2016 17:30";"39.4";"738.6";"751.2";"";"15";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"41.1";"";"";"2500 or more, or no clouds.";"";"";"4.0";"8.1";"";"";"";"";"";"";
"29.04.2016 08:30";"26.0";"739.7";"752.9";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.3";"";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"28.04.2016 17:30";"40.2";"736.5";"749.1";"";"13";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"28.04.2016 08:30";"28.6";"739.5";"752.6";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.6";"";"";"";"";"";"";"2.0";"17.6";"";"";"";"";"";"";
"27.04.2016 17:30";"39.0";"737.4";"750.0";"";"14";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"27.04.2016 08:30";"28.0";"740.6";"753.7";"";"39";"Wind blowing from the north";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.7";"";"";"";"";"";"";
"26.04.2016 17:30";"40.0";"739.3";"751.9";"";"12";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"26.04.2016 08:30";"27.0";"741.2";"754.4";"";"32";"Wind blowing from the west";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"8.7";"";"";"";"";"";"";
"25.04.2016 17:30";"36.0";"738.0";"750.7";"";"14";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"4.1";"";"";"";"";"";"";
"25.04.2016 08:30";"24.6";"738.6";"751.9";"";"36";"Wind blowing from the west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.3";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"8.7";"";"";"";"";"";"";
"24.04.2016 08:30";"25.4";"737.2";"750.4";"";"59";"Wind blowing from the west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.2";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"16.7";"";"";"";"";"";"";
"23.04.2016 17:30";"35.0";"735.3";"748.0";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"22.04.2016 08:30";"28.0";"737.1";"750.2";"";"36";"Wind blowing from the west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.9";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"11.7";"";"";"";"";"";"";
"21.04.2016 17:30";"37.4";"736.1";"748.8";"";"14";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"5.8";"";"";"";"";"";"";
"21.04.2016 08:30";"28.0";"738.5";"751.6";"";"36";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.7";"";"";"";"";"";"";"2.0";"11.7";"";"";"";"";"";"";
"20.04.2016 17:30";"40.0";"738.0";"750.6";"";"12";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"20.04.2016 08:30";"30.6";"740.5";"753.5";"";"41";"Wind blowing from the west";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"15.8";"";"";"";"";"";"";
"19.04.2016 17:30";"38.2";"738.9";"751.6";"";"20";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"39.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"11.4";"";"";"";"";"";"";
"19.04.2016 08:30";"27.0";"740.7";"753.9";"";"64";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"22.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.6";"";"";"";"";"";"";
"18.04.2016 17:30";"38.0";"737.1";"749.7";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"18.04.2016 08:30";"27.2";"740.1";"753.3";"";"71";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.5";"";"";"";"";"";"";
"17.04.2016 17:30";"38.8";"736.4";"749.0";"";"28";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"40.3";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.4";"";"";"";"";"";"";
"17.04.2016 08:30";"29.0";"738.2";"751.3";"";"52";"Wind blowing from the east";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"18.1";"";"";"";"";"";"";
"16.04.2016 17:30";"38.0";"736.2";"748.8";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"16.04.2016 08:30";"28.4";"739.2";"752.3";"";"44";"Wind blowing from the north-northeast";"5";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"15.0";"";"";"";"";"";"";
"15.04.2016 17:30";"38.4";"737.5";"750.1";"";"17";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.2";"";"";"";"";"";"";
"14.04.2016 08:30";"26.6";"738.0";"751.2";"";"39";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.9";"";"";"";"";"";"";"2.0";"11.6";"";"";"";"";"";"";
"13.04.2016 17:30";"34.0";"736.1";"748.9";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"12.04.2016 17:30";"34.0";"737.9";"750.7";"";"20";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"12.04.2016 08:30";"25.4";"739.9";"753.1";"";"47";"Wind blowing from the west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"13.1";"";"";"";"";"";"";
"11.04.2016 17:30";"37.0";"739.8";"752.5";"";"16";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"11.04.2016 08:30";"28.2";"741.4";"754.5";"";"41";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.8";"";"";"";"";"";"";
"10.04.2016 17:30";"38.0";"739.8";"752.5";"";"13";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"39.7";"";"";"2500 or more, or no clouds.";"";"";"4.0";"5.0";"";"";"";"";"";"";
"10.04.2016 08:30";"27.0";"742.0";"755.2";"";"37";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"22.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"11.2";"";"";"";"";"";"";
"09.04.2016 17:30";"36.8";"740.3";"753.1";"";"15";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"38.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"6.5";"";"";"";"";"";"";
"09.04.2016 08:30";"28.0";"742.1";"755.3";"";"33";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"08.04.2016 17:30";"36.8";"740.1";"752.9";"";"16";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"08.04.2016 08:30";"26.2";"742.1";"755.3";"";"55";"Wind blowing from the east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.2";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"16.3";"";"";"";"";"";"";
"07.04.2016 17:30";"33.0";"739.5";"752.4";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"07.04.2016 08:30";"23.8";"740.9";"754.2";"";"72";"Wind blowing from the west";"2";"";"";"70 – 80%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"18.4";"";"";"";"";"";"";
"06.04.2016 17:30";"34.0";"739.6";"752.5";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"06.04.2016 08:30";"26.0";"740.5";"753.7";"";"47";"Wind blowing from the west";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.2";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"13.9";"";"";"";"";"";"";
"05.04.2016 17:30";"37.0";"738.0";"750.7";"";"19";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.4";"";"";"";"";"";"";
"05.04.2016 08:30";"27.4";"740.8";"754.0";"";"50";"Wind blowing from the north";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.7";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"16.1";"";"";"";"";"";"";
"04.04.2016 17:30";"36.0";"742.1";"754.9";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"04.04.2016 08:30";"26.6";"742.1";"755.3";"";"71";"Wind blowing from the east";"1";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"20.9";"";"";"";"";"";"";
"03.04.2016 17:30";"36.0";"740.3";"753.1";"";"38";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"";"37.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.5";"";"";"";"";"";"";
"03.04.2016 08:30";"25.6";"743.1";"756.4";"";"73";"Wind blowing from the east";"2";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"20.4";"";"";"";"";"";"";
"02.04.2016 17:30";"35.0";"739.3";"752.1";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"02.04.2016 08:30";"23.6";"750.4";"763.9";"";"73";"Wind blowing from the east";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.3";"";"";"";"";"";"";"2.0";"18.5";"";"";"";"";"";"";
"01.04.2016 17:30";"36.2";"739.1";"751.9";"";"17";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"37.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"7.3";"";"";"";"";"";"";
"01.04.2016 08:30";"26.0";"740.1";"753.3";"";"52";"Wind blowing from the west";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.9";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"15.5";"";"";"";"";"";"";
"31.03.2016 17:30";"35.4";"740.3";"753.1";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"31.03.2016 08:30";"22.0";"744.1";"757.6";"";"61";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.6";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"14.2";"";"";"";"";"";"";
"30.03.2016 08:30";"24.4";"745.3";"758.7";"";"74";"Wind blowing from the north-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.3";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.5";"";"";"";"";"";"";
"29.03.2016 08:30";"20.8";"744.7";"758.2";"";"55";"Wind blowing from the west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"11.4";"";"";"";"";"";"";
"28.03.2016 17:30";"32.0";"741.5";"754.5";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"28.03.2016 08:30";"22.2";"745.3";"758.8";"";"79";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.9";"";"";"";"";"";"";"2.0";"18.4";"";"";"";"";"";"";
"27.03.2016 17:30";"28.0";"744.1";"757.3";"";"47";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.7";"";"";"";"";"";"";
"27.03.2016 08:30";"23.2";"744.5";"757.9";"";"72";"Wind blowing from the west";"2";"";"";"100%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.9";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"17.8";"";"";"";"";"";"";
"26.03.2016 17:30";"34.0";"742.0";"754.9";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"26.03.2016 08:30";"24.6";"745.2";"758.6";"";"71";"Wind blowing from the east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.0";"";"";"";"";"";"";
"25.03.2016 17:30";"34.8";"743.6";"756.5";"";"30";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"";"36.3";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.8";"";"";"";"";"";"";
"25.03.2016 08:30";"22.6";"747.1";"760.6";"";"59";"Wind blowing from the south-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.9";"";"";"";"";"";"";"2.0";"14.1";"";"";"";"";"";"";
"24.03.2016 17:30";"33.4";"743.7";"756.7";"";"29";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"24.03.2016 08:30";"22.4";"746.0";"759.5";"";"58";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.1";"";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"23.03.2016 17:30";"31.4";"741.3";"754.3";"";"36";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"23.03.2016 08:30";"18.0";"742.4";"756.0";"";"67";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.2";"";"";"";"";"";"";"2.0";"11.8";"";"";"";"";"";"";
"22.03.2016 17:30";"29.0";"743.9";"757.0";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"22.03.2016 08:30";"18.4";"741.4";"755.0";"";"59";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.5";"";"";"";"";"";"";"2.0";"10.2";"";"";"";"";"";"";
"21.03.2016 17:30";"31.0";"740.9";"753.9";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
