# Weather station Simara (airport), Nepal, WMO_ID=44449,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=44449&lang=en
#
"Local time in Simara (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.06.2017 17:45";"29.0";"737.2";"748.5";"-0.8";"86";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"33.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"26.4";"5.0";"9";"";"";"";"";
"25.06.2017 14:45";"29.8";"738.0";"749.3";"-0.7";"83";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"26.7";"";"";"";"";"";"";
"25.06.2017 11:45";"32.0";"738.7";"750.4";"";"86";"Wind blowing from the east";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"29.3";"";"";"";"";"";"";
"25.06.2017 05:45";"26.4";"738.1";"749.5";"";"93";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.1";"";"";"";"";"";"";
"24.06.2017 14:45";"35.0";"737.2";"748.6";"-1.1";"81";"Wind blowing from the east-southeast";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"31.2";"";"";"";"";"";"";
"24.06.2017 11:45";"33.4";"738.3";"749.6";"-0.2";"72";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.7";"";"";"";"";"";"";
"24.06.2017 08:45";"30.6";"738.5";"749.8";"0.3";"84";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"25.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.5";"No precipitation";"24";"";"";"";"";
"24.06.2017 05:45";"25.4";"738.2";"749.5";"";"97";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"24.9";"";"";"";"";"";"";
"23.06.2017 17:45";"32.4";"737.3";"748.6";"-0.8";"84";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"29.3";"No precipitation";"9";"";"";"";"";
"23.06.2017 14:45";"34.6";"738.1";"749.4";"-1.8";"71";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.7";"";"";"";"";"";"";
"23.06.2017 11:45";"33.4";"739.9";"751.2";"-0.3";"77";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.8";"";"";"";"";"";"";
"23.06.2017 08:45";"29.4";"740.2";"751.5";"0.6";"86";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"27.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.8";"No precipitation";"24";"";"";"";"";
"23.06.2017 05:45";"27.0";"739.6";"751.0";"";"89";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"25.0";"";"";"";"";"";"";
"22.06.2017 17:45";"32.2";"737.6";"748.9";"-0.8";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"29.0";"No precipitation";"9";"";"";"";"";
"22.06.2017 14:45";"34.4";"738.4";"749.7";"-0.1";"73";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.9";"";"";"";"";"";"";
"22.06.2017 11:45";"33.0";"738.5";"749.8";"-0.3";"80";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"29.0";"";"";"";"";"";"";
"22.06.2017 08:45";"30.2";"738.8";"750.1";"";"85";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"25.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.5";"No precipitation";"24";"";"";"";"";
"21.06.2017 17:45";"31.4";"736.5";"747.8";"-1.8";"82";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"32.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.0";"No precipitation";"9";"";"";"";"";
"21.06.2017 14:45";"31.4";"738.3";"749.6";"-1.3";"81";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.7";"";"";"";"";"";"";
"21.06.2017 11:45";"28.4";"739.6";"751.2";"0.1";"85";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"25.7";"";"";"";"";"";"";
"21.06.2017 08:45";"28.4";"739.5";"751.0";"1.4";"84";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"25.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"No precipitation";"24";"";"";"";"";
"21.06.2017 05:45";"25.0";"738.1";"749.7";"";"96";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"6.0";"24.4";"";"";"";"";"";"";
"20.06.2017 17:45";"29.4";"737.5";"748.7";"-1.5";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.1";"No precipitation";"9";"";"";"";"";
"20.06.2017 14:45";"29.0";"739.0";"750.2";"-0.7";"92";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"27.6";"";"";"";"";"";"";
"20.06.2017 11:45";"28.0";"739.7";"751.0";"0.4";"92";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Drizzle.";"Drizzle.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"26.6";"";"";"";"";"";"";
"20.06.2017 08:45";"25.2";"739.3";"750.5";"0.8";"94";"Wind blowing from the east";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Drizzle.";"25.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"7.0";"24.1";"8.0";"24";"";"";"";"";
"20.06.2017 05:45";"25.0";"738.5";"749.7";"";"99";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"24.9";"";"";"";"";"";"";
"19.06.2017 17:45";"29.4";"735.6";"746.8";"-1.0";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.1";"1.0";"9";"";"";"";"";
"19.06.2017 14:45";"26.6";"736.6";"747.8";"-1.3";"98";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"26.2";"";"";"";"";"";"";
"19.06.2017 11:45";"33.2";"737.9";"749.1";"0.0";"85";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"30.4";"";"";"";"";"";"";
"19.06.2017 08:45";"30.0";"737.9";"749.1";"0.9";"90";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"26.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"28.1";"No precipitation";"24";"";"";"";"";
"19.06.2017 05:45";"26.5";"737.0";"748.0";"";"92";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"25.1";"";"";"";"";"";"";
"18.06.2017 14:45";"35.8";"737.5";"748.7";"-1.5";"72";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"29.9";"";"";"";"";"";"";
"18.06.2017 11:45";"34.4";"739.0";"750.2";"0.0";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"29.5";"";"";"";"";"";"";
"18.06.2017 08:45";"31.2";"739.0";"750.2";"0.5";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.9";"No precipitation";"24";"";"";"";"";
"18.06.2017 05:45";"25.0";"738.5";"749.8";"";"93";"";"2";"";"";"40%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"17.06.2017 17:45";"33.6";"738.1";"749.3";"";"88";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"31.4";"No precipitation";"9";"";"";"";"";
"17.06.2017 11:45";"31.4";"740.6";"751.9";"0.2";"78";"Wind blowing from the east-southeast";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"27.1";"";"";"";"";"";"";
"17.06.2017 08:45";"29.2";"740.4";"751.6";"";"78";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"25.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"25.0";"3.0";"24";"";"";"";"";
"16.06.2017 17:45";"33.4";"737.8";"749.0";"-1.5";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"29.0";"3.0";"9";"";"";"";"";
