# Weather station Balurghat, India, WMO_ID=42506,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42506&lang=en
#
"Local time in Balurghat";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.03.2017 17:30";"29.2";"";"755.4";"";"91";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"300-600";"";"";"2.0";"27.5";"";"";"";"";"";"";
"17.03.2017 08:30";"26.4";"";"755.2";"";"89";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"18.8";"";"";"";"600-1000";"";"";"2.0";"24.4";"";"";"";"";"";"";
"16.03.2017 17:30";"29.0";"";"755.8";"";"94";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"300-600";"";"";"2.0";"27.9";"";"";"";"";"";"";
"16.03.2017 08:30";"26.2";"";"755.6";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"19.2";"";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"15.03.2017 17:30";"28.8";"";"756.1";"";"86";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"2.0";"26.3";"";"";"";"";"";"";
"14.03.2017 17:30";"28.4";"";"755.8";"";"91";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.4";"";"";"600-1000";"";"";"2.0";"26.7";"";"";"";"";"";"";
"14.03.2017 08:30";"25.6";"753.3";"755.5";"";"95";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"18.9";"";"";"";"300-600";"";"";"1.0";"24.7";"";"";"";"";"";"";
"13.03.2017 17:30";"29.0";"753.9";"756.1";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"32.5";"";"";"600-1000";"";"";"2.0";"27.6";"";"";"";"";"";"";
"13.03.2017 08:30";"25.8";"753.7";"755.9";"";"93";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"12.03.2017 08:30";"25.4";"753.9";"756.1";"";"91";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"18.5";"";"";"";"600-1000";"";"";"1.0";"23.9";"";"";"";"";"";"";
"11.03.2017 08:30";"25.0";"753.7";"755.9";"";"93";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"18.2";"";"";"";"600-1000";"";"";"2.0";"23.8";"";"";"";"";"";"";
"10.03.2017 17:30";"28.2";"753.6";"755.8";"";"92";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"32.0";"";"";"300-600";"";"";"2.0";"26.8";"";"";"";"";"";"";
"08.03.2017 17:30";"29.4";"754.0";"756.2";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"0.5";"27.5";"";"";"";"";"";"";
"08.03.2017 08:30";"26.2";"753.8";"756.0";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"19.2";"";"";"";"600-1000";"";"";"1.0";"24.8";"";"";"";"";"";"";
"07.03.2017 17:30";"29.0";"753.9";"756.1";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"1.0";"27.6";"";"";"";"";"";"";
"07.03.2017 08:30";"25.6";"753.7";"755.9";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"18.8";"";"";"";"600-1000";"";"";"2.0";"23.3";"";"";"";"";"";"";
"06.03.2017 17:30";"29.4";"753.4";"755.6";"";"90";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"33.5";"";"";"600-1000";"";"";"2.0";"27.5";"";"";"";"";"";"";
"06.03.2017 08:30";"25.8";"753.0";"755.2";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"19.5";"";"";"";"300-600";"";"";"2.0";"23.5";"";"";"";"";"";"";
"05.03.2017 17:30";"29.0";"753.6";"755.8";"";"94";"Wind blowing from the east";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"33.1";"";"";"300-600";"";"";"1.0";"27.9";"";"";"";"";"";"";
"05.03.2017 08:30";"25.2";"753.2";"755.4";"";"91";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"19.2";"";"";"";"300-600";"";"";"1.0";"23.6";"";"";"";"";"";"";
"04.03.2017 17:30";"29.4";"753.7";"755.9";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"27.6";"";"";"";"";"";"";
"04.03.2017 08:30";"26.0";"753.7";"755.9";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"20.2";"";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"02.03.2017 17:30";"29.2";"754.5";"756.7";"";"91";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"1.0";"27.5";"";"";"";"";"";"";
"02.03.2017 08:30";"25.0";"754.2";"756.4";"";"91";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"2.0";"23.5";"";"";"";"";"";"";
"01.03.2017 17:30";"28.8";"753.6";"755.8";"";"85";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"2.0";"26.0";"";"";"";"";"";"";
"01.03.2017 08:30";"25.8";"753.4";"755.6";"";"95";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"19.2";"";"";"";"600-1000";"";"";"2.0";"25.0";"";"";"";"";"";"";
"28.02.2017 17:30";"29.4";"753.8";"756.0";"";"90";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"300-600";"";"";"1.0";"27.5";"";"";"";"";"";"";
"28.02.2017 08:30";"25.0";"753.7";"755.9";"";"85";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"18.6";"";"";"";"300-600";"";"";"1.0";"22.3";"";"";"";"";"";"";
"27.02.2017 17:30";"29.0";"754.3";"756.5";"";"94";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"33.3";"";"";"300-600";"";"";"2.0";"27.9";"";"";"";"";"";"";
"27.02.2017 08:30";"24.6";"753.8";"756.1";"";"88";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"19.0";"";"";"";"300-600";"";"";"1.0";"22.5";"";"";"";"";"";"";
"26.02.2017 17:30";"29.2";"754.5";"756.7";"";"91";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"2.0";"27.5";"";"";"";"";"";"";
"26.02.2017 08:30";"25.0";"754.2";"756.4";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"2.0";"23.5";"";"";"";"";"";"";
"25.02.2017 17:30";"28.8";"754.9";"757.1";"";"88";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"32.8";"";"";"300-600";"";"";"1.0";"26.6";"";"";"";"";"";"";
"25.02.2017 08:30";"24.8";"754.5";"756.8";"";"88";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"20.8";"";"";"";"300-600";"";"";"0.5";"22.7";"";"";"";"";"";"";
"24.02.2017 17:30";"29.4";"755.3";"757.5";"";"90";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"2.0";"27.5";"";"";"";"";"";"";
"23.02.2017 17:30";"29.2";"755.7";"757.9";"";"91";"Wind blowing from the south-west";"0";"";"";"50%.";" ";"";"";"";"33.0";"";"";"300-600";"";"";"1.0";"27.5";"";"";"";"";"";"";
"22.02.2017 17:30";"29.0";"756.1";"758.3";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"32.8";"";"";"300-600";"";"";"2.0";"26.6";"";"";"";"";"";"";
"22.02.2017 08:30";"24.2";"755.7";"758.0";"";"90";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"20.2";"";"";"";"600-1000";"";"";"2.0";"22.4";"";"";"";"";"";"";
"21.02.2017 17:30";"29.2";"756.5";"758.7";"";"91";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.9";"";"";"300-600";"";"";"1.0";"27.5";"";"";"";"";"";"";
"21.02.2017 08:30";"24.0";"756.2";"758.5";"";"91";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"20.2";"";"";"";"300-600";"";"";"2.0";"22.5";"";"";"";"";"";"";
"20.02.2017 17:30";"28.8";"756.9";"759.1";"";"88";"";"";"";"";"60%.";" ";"";"";"";"32.5";"";"";"600-1000";"";"";"2.0";"26.6";"";"";"";"";"";"";
"20.02.2017 08:30";"23.8";"756.6";"758.9";"";"86";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"20.0";"";"";"";"300-600";"";"";"2.0";"21.4";"";"";"";"";"";"";
"19.02.2017 17:30";"27.8";"757.0";"759.2";"";"94";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.2";"";"";"300-600";"";"";"2.0";"26.7";"";"";"";"";"";"";
"19.02.2017 08:30";"23.6";"756.9";"759.2";"";"88";"Wind blowing from the south-east";"0";"";"";"60%.";" ";"";"";"19.3";"";"";"";"600-1000";"";"";"2.0";"21.5";"";"";"";"";"";"";
"18.02.2017 17:30";"28.0";"757.7";"759.9";"";"87";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"300-600";"";"";"2.0";"25.7";"";"";"";"";"";"";
"18.02.2017 08:30";"23.8";"757.5";"759.8";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.2";"";"";"";"300-600";"";"";"2.0";"21.1";"";"";"";"";"";"";
"17.02.2017 17:30";"28.4";"758.3";"760.5";"";"89";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"32.4";"";"";"600-1000";"";"";"2.0";"26.4";"";"";"";"";"";"";
"17.02.2017 08:30";"24.0";"757.7";"760.0";"";"91";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"19.5";"";"";"";"300-600";"";"";"1.0";"22.5";"";"";"";"";"";"";
"16.02.2017 17:30";"28.8";"758.7";"760.9";"";"86";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"32.5";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"16.02.2017 08:30";"23.8";"758.4";"760.7";"";"86";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"19.3";"";"";"";"300-600";"";"";"1.0";"21.4";"";"";"";"";"";"";
"14.02.2017 17:30";"28.4";"758.7";"760.9";"";"89";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"300-600";"";"";"1.0";"26.4";"";"";"";"";"";"";
"14.02.2017 08:30";"23.2";"758.5";"760.8";"";"90";"Wind blowing from the south-west";"0";"";"";"60%.";" ";"";"";"19.3";"";"";"";"300-600";"";"";"2.0";"21.4";"";"";"";"";"";"";
"13.02.2017 17:30";"28.2";"759.3";"761.5";"";"91";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"2.0";"26.5";"";"";"";"";"";"";
"13.02.2017 08:30";"23.0";"758.7";"761.0";"";"91";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"19.2";"";"";"";"600-1000";"";"";"1.0";"21.5";"";"";"";"";"";"";
"12.02.2017 17:30";"27.4";"760.3";"762.5";"";"88";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"2.0";"25.3";"";"";"";"";"";"";
"12.02.2017 08:30";"22.4";"759.5";"761.8";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"17.4";"";"";"";"300-600";"";"";"2.0";"20.2";"";"";"";"";"";"";
"11.02.2017 17:30";"27.2";"760.0";"762.3";"";"92";"Wind blowing from the east";"0";"";"";"60%.";" ";"";"";"";"30.8";"";"";"600-1000";"";"";"2.0";"25.8";"";"";"";"";"";"";
"11.02.2017 08:30";"22.0";"759.5";"761.8";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"17.5";"";"";"";"600-1000";"";"";"4.0";"20.5";"";"";"";"";"";"";
"10.02.2017 17:30";"28.4";"759.7";"761.9";"";"89";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"2.0";"26.4";"";"";"";"";"";"";
"10.02.2017 08:30";"22.8";"759.2";"761.5";"";"84";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"18.2";"";"";"";"600-1000";"";"";"2.0";"20.0";"";"";"";"";"";"";
"09.02.2017 17:30";"28.2";"759.8";"762.0";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"2.0";"26.3";"";"";"";"";"";"";
"09.02.2017 08:30";"22.2";"759.1";"761.4";"";"89";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"18.0";"";"";"";"300-600";"";"";"2.0";"20.3";"";"";"";"";"";"";
"08.02.2017 17:30";"28.6";"760.1";"762.3";"";"90";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"31.4";"";"";"600-1000";"";"";"2.0";"26.8";"";"";"";"";"";"";
"06.02.2017 17:30";"28.2";"760.0";"762.2";"";"91";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"2.0";"26.5";"";"";"";"";"";"";
"06.02.2017 08:30";"23.4";"759.5";"761.8";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"18.2";"";"";"";"300-600";"";"";"2.0";"21.7";"";"";"";"";"";"";
"05.02.2017 17:30";"27.4";"760.1";"762.3";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"30.5";"";"";"300-600";"";"";"2.0";"25.7";"";"";"";"";"";"";
"05.02.2017 08:30";"20.4";"759.6";"761.9";"";"88";"Wind blowing from the south-east";"0";"";"";"60%.";" ";"";"";"17.2";"";"";"";"600-1000";"";"";"2.0";"18.3";"";"";"";"";"";"";
"04.02.2017 17:30";"27.2";"759.5";"761.7";"";"92";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"30.0";"";"";"300-600";"";"";"1.0";"25.8";"";"";"";"";"";"";
"04.02.2017 08:30";"20.2";"759.2";"761.5";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"16.3";"";"";"";"600-1000";"";"";"2.0";"18.3";"";"";"";"";"";"";
"03.02.2017 17:30";"27.0";"759.8";"762.1";"";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.5";"";"";"300-600";"";"";"2.0";"25.4";"";"";"";"";"";"";
"03.02.2017 08:30";"20.2";"759.5";"761.8";"";"89";"Wind blowing from the east";"0";"";"";"60%.";" ";"";"";"16.0";"";"";"";"300-600";"";"";"2.0";"18.3";"";"";"";"";"";"";
"02.02.2017 17:30";"27.2";"759.8";"762.1";"";"90";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"29.2";"";"";"300-600";"";"";"2.0";"25.5";"";"";"";"";"";"";
"02.02.2017 08:30";"19.2";"759.7";"762.0";"";"88";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"15.1";"";"";"";"600-1000";"";"";"2.0";"17.2";"";"";"";"";"";"";
"31.01.2017 17:30";"28.2";"760.2";"762.4";"";"91";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"31.01.2017 08:30";"22.8";"759.8";"762.1";"";"86";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"18.2";"";"";"";"300-600";"";"";"4.0";"20.3";"";"";"";"";"";"";
"30.01.2017 17:30";"27.2";"760.2";"762.5";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"29.8";"";"";"300-600";"";"";"2.0";"25.5";"";"";"";"";"";"";
"30.01.2017 08:30";"23.2";"760.1";"762.4";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"18.1";"";"";"";"600-1000";"";"";"2.0";"21.7";"";"";"";"";"";"";
"28.01.2017 17:30";"27.2";"760.2";"762.5";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"29.8";"";"";"300-600";"";"";"2.0";"25.5";"";"";"";"";"";"";
"28.01.2017 08:30";"22.2";"760.0";"762.3";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"17.2";"";"";"";"300-600";"";"";"2.0";"20.7";"";"";"";"";"";"";
"27.01.2017 17:30";"27.6";"760.7";"762.9";"";"89";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"30.2";"";"";"600-1000";"";"";"1.0";"25.6";"";"";"";"";"";"";
"27.01.2017 08:30";"23.0";"760.1";"762.4";"";"91";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"18.1";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"26.01.2017 17:30";"27.4";"760.3";"762.6";"";"89";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"29.8";"";"";"600-1000";"";"";"2.0";"25.4";"";"";"";"";"";"";
"26.01.2017 08:30";"22.2";"760.0";"762.3";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"17.2";"";"";"";"300-600";"";"";"2.0";"20.3";"";"";"";"";"";"";
"25.01.2017 17:30";"27.2";"760.2";"762.5";"";"90";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"25.01.2017 08:30";"22.0";"760.0";"762.3";"";"93";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"17.2";"";"";"";"600-1000";"";"";"2.0";"20.8";"";"";"";"";"";"";
"24.01.2017 17:30";"27.2";"759.7";"761.9";"";"92";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"24.01.2017 08:30";"21.0";"759.5";"761.8";"";"93";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"16.6";"";"";"";"600-1000";"";"";"2.0";"19.8";"";"";"";"";"";"";
"23.01.2017 17:30";"27.2";"760.1";"762.4";"";"90";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"29.3";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"23.01.2017 08:30";"21.6";"759.8";"762.1";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"16.8";"";"";"";"600-1000";"";"";"2.0";"19.4";"";"";"";"";"";"";
"21.01.2017 17:30";"27.0";"760.4";"762.7";"";"94";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"29.2";"";"";"600-1000";"";"";"2.0";"25.9";"";"";"";"";"";"";
"21.01.2017 08:30";"21.2";"760.0";"762.3";"";"89";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"16.0";"";"";"";"300-600";"";"";"4.0";"19.3";"";"";"";"";"";"";
"20.01.2017 17:30";"26.6";"760.1";"762.4";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"28.9";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"20.01.2017 08:30";"20.2";"759.4";"761.7";"";"91";"Wind blowing from the east";"0";"";"";"50%.";" ";"";"";"15.1";"";"";"";"300-600";"";"";"1.0";"18.6";"";"";"";"";"";"";
"19.01.2017 17:30";"26.8";"760.1";"762.4";"";"94";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"29.2";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"19.01.2017 08:30";"20.0";"759.8";"762.1";"";"92";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"15.4";"";"";"";"300-600";"";"";"1.0";"18.7";"";"";"";"";"";"";
"18.01.2017 17:30";"26.6";"760.0";"762.3";"";"95";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"29.0";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"18.01.2017 08:30";"19.6";"759.8";"762.1";"";"85";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"15.3";"";"";"";"600-1000";"";"";"2.0";"17.0";"";"";"";"";"";"";
"17.01.2017 17:30";"26.2";"760.0";"762.3";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"28.8";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"17.01.2017 08:30";"18.4";"759.8";"762.1";"";"88";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"15.0";"";"";"";"600-1000";"";"";"4.0";"16.4";"";"";"";"";"";"";
"16.01.2017 17:30";"26.0";"759.9";"762.2";"";"94";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"28.5";"";"";"300-600";"";"";"4.0";"24.9";"";"";"";"";"";"";
"16.01.2017 08:30";"18.2";"759.8";"762.1";"";"90";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"14.0";"";"";"";"600-1000";"";"";"1.0";"16.5";"";"";"";"";"";"";
"15.01.2017 17:30";"25.8";"759.7";"762.0";"";"93";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"28.3";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"15.01.2017 08:30";"17.8";"759.2";"761.5";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"13.2";"";"";"";"600-1000";"";"";"2.0";"16.5";"";"";"";"";"";"";
"14.01.2017 17:30";"26.0";"759.8";"762.1";"";"94";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"28.5";"";"";"600-1000";"";"";"4.0";"24.9";"";"";"";"";"";"";
"14.01.2017 08:30";"18.0";"759.6";"761.9";"";"90";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"13.5";"";"";"";"600-1000";"";"";"4.0";"16.3";"";"";"";"";"";"";
"13.01.2017 17:30";"25.8";"760.1";"762.4";"";"93";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"28.8";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"13.01.2017 08:30";"18.2";"759.8";"762.1";"";"90";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"13.8";"";"";"";"600-1000";"";"";"1.0";"16.5";"";"";"";"";"";"";
"12.01.2017 17:30";"26.2";"759.8";"762.1";"";"92";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"28.9";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"12.01.2017 08:30";"19.2";"759.5";"761.8";"";"91";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"15.2";"";"";"";"1000-1500";"";"";"4.0";"17.6";"";"";"";"";"";"";
"11.01.2017 17:30";"26.6";"760.2";"762.5";"";"89";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"28.9";"";"";"300-600";"";"";"4.0";"24.6";"";"";"";"";"";"";
"11.01.2017 08:30";"18.8";"759.5";"761.8";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"14.3";"";"";"";"600-1000";"";"";"10.0";"17.5";"";"";"";"";"";"";
"10.01.2017 17:30";"26.4";"760.4";"762.7";"";"90";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"28.8";"";"";"600-1000";"";"";"2.0";"24.7";"";"";"";"";"";"";
"10.01.2017 08:30";"19.0";"759.9";"762.2";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"15.1";"";"";"";"300-600";"";"";"2.0";"17.7";"";"";"";"";"";"";
"09.01.2017 20:30";"26.2";"760.3";"762.6";"0.0";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"28.5";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"09.01.2017 17:30";"26.2";"760.3";"762.6";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"28.5";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"09.01.2017 08:30";"18.6";"759.7";"762.0";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"14.5";"";"";"";"600-1000";"";"";"2.0";"16.3";"";"";"";"";"";"";
"08.01.2017 17:30";"25.2";"760.3";"762.6";"";"91";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"28.2";"";"";"600-1000";"";"";"2.0";"23.7";"";"";"";"";"";"";
"08.01.2017 11:30";"18.2";"759.8";"762.1";"0.0";"90";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"13.5";"";"";"";"300-600";"";"";"2.0";"16.5";"";"";"";"";"";"";
"08.01.2017 08:30";"18.2";"759.8";"762.1";"";"90";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"13.5";"";"";"";"300-600";"";"";"2.0";"16.5";"";"";"";"";"";"";
"07.01.2017 17:30";"25.0";"759.9";"762.2";"";"93";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"27.0";"";"";"300-600";"";"";"2.0";"23.8";"";"";"";"";"";"";
"07.01.2017 08:30";"18.8";"759.8";"762.1";"";"87";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"13.6";"";"";"";"300-600";"";"";"1.0";"16.5";"";"";"";"";"";"";
"06.01.2017 17:30";"25.2";"760.4";"762.7";"";"93";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"27.2";"";"";"600-1000";"";"";"2.0";"24.0";"";"";"";"";"";"";
"06.01.2017 08:30";"19.4";"760.3";"762.6";"";"88";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"14.0";"";"";"";"600-1000";"";"";"4.0";"17.4";"";"";"";"";"";"";
"05.01.2017 17:30";"26.2";"760.6";"762.9";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"28.5";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"05.01.2017 08:30";"20.2";"760.0";"762.3";"";"91";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"14.6";"";"";"";"1000-1500";"";"";"4.0";"18.6";"";"";"";"";"";"";
"04.01.2017 17:30";"26.6";"760.2";"762.5";"";"89";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"28.8";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"04.01.2017 08:30";"20.8";"759.8";"762.1";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"15.1";"";"";"";"600-1000";"";"";"4.0";"19.5";"";"";"";"";"";"";
"03.01.2017 17:30";"26.8";"761.1";"763.4";"";"94";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"29.2";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"03.01.2017 08:30";"21.2";"760.2";"762.5";"";"89";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"16.8";"";"";"";"600-1000";"";"";"4.0";"19.3";"";"";"";"";"";"";
